unnamed:_0,field_id,elevation,latitude,longitude,location,slope,rainfall,min_temperature_c,max_temperature_c,ave_temps,soil_fertility,soil_type,ph,pollution_level,plot_size,chosen_crop,annual_yield,standard_yield
14802,14802,350.8074,-11.273819,-6.191304,Rural_Hawassa,28.4183406829834,1725.0,-6.5,32.79999923706055,13.149999618530273,0.71,Silt,6.788506,0.045117196,1.4,rice,0.7661813497543335,0.5472724
14803,14803,596.50275,-5.8985267,-2.9029357,Rural_Hawassa,4.56431245803833,739.9,-5.0,31.799999237060547,13.399999618530273,0.56,Loamy,6.499921,0.38769948,4.8,potato,2.5860090255737305,0.53875184
14804,14804,398.27277,-12.111877,-9.074258,Rural_Akatsi,15.63179874420166,1881.4,-6.0,29.600000381469727,11.800000190734863,0.68,Silt,6.0632677,0.027538601,1.6,coffee,0.8980152606964111,0.5612595
14805,14805,618.93604,-7.0159388,-1.0245115,Rural_Sokoto,9.233485221862793,1242.4,-4.5,30.100000381469727,12.800000190734863,0.61,Peaty,4.6803946,0.7005121,2.1,tea,0.8646976351737976,0.41176078
14806,14806,316.62473,-13.094119,-7.8264794,Rural_Hawassa,4.913662910461426,1648.2,-6.9,29.299999237060547,11.199999809265137,0.63,Silt,6.8920517,0.00052401243,2.3,wheat,1.1503310203552246,0.5001439
14807,14807,425.55667,-13.941189,-6.9255567,Rural_Hawassa,7.937854766845703,1535.4,-6.0,31.700000762939453,12.850000381469727,0.63,Silt,5.543053,2.741444e-08,2.5,wheat,1.1418005228042603,0.45672017
14808,14808,858.44086,-4.6098986,-5.4390335,Rural_Kilimani,19.05636978149414,602.7,-3.0,29.0,13.0,0.6,Rocky,5.5467296,0.28757215,1.2,wheat,0.6467482447624207,0.5389569
14809,14809,321.40048,-13.499631,-7.1147504,Rural_Hawassa,16.18735694885254,1530.9,-7.2,32.0,12.399999618530273,0.66,Silt,6.065323,1.3453448e-06,1.7,rice,1.0812641382217407,0.63603777
14810,14810,359.28613,-9.8860655,-3.565114,Rural_Hawassa,10.991954803466797,1460.4,-6.7,35.400001525878906,14.350000381469727,0.64,Silt,6.2431126,0.025342785,4.6,wheat,2.44992995262146,0.5325935
14811,14811,455.66238,-10.187946,-7.2183566,Rural_Akatsi,19.93523597717285,1646.3,-5.7,34.900001525878906,14.600000381469727,0.68,Silt,6.349779,0.041936398,1.3,coffee,0.656478226184845,0.50498325
14812,14812,597.6708,-9.219222,-4.731809,Rural_Hawassa,23.084604263305664,1437.1,-4.6,29.700000762939453,12.550000190734863,0.67,Silt,6.392425,0.01475941,1.4,coffee,0.6264871954917908,0.44749087
14813,14813,868.43896,-5.2001443,-5.6192183,Rural_Kilimani,20.554365158081055,636.8,-2.8,26.799999237060547,12.0,0.6,Rocky,4.86522,0.31064916,0.8,potato,0.4458678960800171,0.5573349
14814,14814,734.34753,-10.3096,-0.07403781,Rural_Sokoto,7.830475807189941,2171.1,-2.6,30.0,13.699999809265137,0.68,Volcanic,4.1112523,0.38868228,2.2,tea,1.3644100427627563,0.6201864
14815,14815,383.8851,-13.33292,-6.5832057,Rural_Hawassa,0.6337045431137085,1654.0,-6.3,33.400001525878906,13.550000190734863,0.62,Silt,6.412494,4.151418e-07,5.7,wheat,3.029219627380371,0.53144205
14816,14816,527.53467,-6.1913967,-3.8083632,Rural_Hawassa,1.8102000951766968,537.3,-6.0,29.200000762939453,11.600000381469727,0.54,Loamy,6.009121,0.23629037,6.1,potato,3.8185789585113525,0.6259966
14817,14817,732.5218,-3.6862311,-6.0831933,Rural_Kilimani,7.38323450088501,469.5,-4.2,29.5,12.649999618530273,0.55,Sandy,6.6439004,0.22094446,2.9,wheat,1.6794930696487427,0.57913554
14818,14818,669.3102,-5.8579755,-7.0426764,Rural_Amanzi,15.769268035888672,566.8,-4.8,32.099998474121094,13.649999618530273,0.58,Sandy,5.723316,0.41365325,1.0,potato,0.5746945142745972,0.5746945
14819,14819,749.961,-5.0199165,-5.227317,Rural_Kilimani,10.929594039916992,510.7,-4.0,28.100000381469727,12.050000190734863,0.56,Sandy,5.831096,0.30101553,4.6,potato,2.7148451805114746,0.59018373
14820,14820,468.2709,-10.890835,-8.664338,Rural_Akatsi,31.26079750061035,1886.1,-5.3,31.899999618530273,13.300000190734863,0.73,Silt,6.1345463,0.11578947,1.9,coffee,1.0244929790496826,0.53920686
14821,14821,386.69788,-11.039522,-4.89848,Rural_Hawassa,7.627719402313232,1720.8,-6.2,30.0,11.899999618530273,0.65,Silt,6.878387,0.035880018,2.5,rice,1.375610113143921,0.55024403
14822,14822,768.5137,-7.5881615,-7.5787253,Rural_Akatsi,9.258292198181152,1169.8,-3.3,30.299999237060547,13.5,0.61,Sandy,5.2254314,0.065746434,4.1,tea,2.2260076999664307,0.5429287
14823,14823,60.978664,-12.026269,-6.8039317,Rural_Hawassa,9.727426528930664,1484.5,-9.4,35.20000076293945,12.899999618530273,0.63,Silt,6.119449,0.001545828,3.7,wheat,1.9782789945602417,0.53467
14824,14824,970.156,-2.8481722,-7.3940363,Rural_Kilimani,3.0994858741760254,803.6,-1.8,25.799999237060547,12.0,0.56,Rocky,4.8139544,0.090526044,10.6,potato,5.722342014312744,0.5398436
14825,14825,413.04648,-14.531435,-7.7679195,Rural_Hawassa,11.073134422302246,1288.3,-6.5,31.5,12.5,0.62,Silt,7.001551,5.3974475e-10,3.6,wheat,1.9271740913391113,0.5353261
14826,14826,676.6535,-8.074777,-1.9254344,Rural_Sokoto,25.38983154296875,1421.1,-3.9,30.899999618530273,13.5,0.68,Volcanic,5.664152,0.2601518,0.6,banana,0.3062295615673065,0.5103826
14827,14827,473.17416,-9.228234,-2.9254587,Rural_Hawassa,19.493301391601562,1457.1,-5.5,33.400001525878906,13.949999809265137,0.66,Silt,6.2672973,0.009171891,0.7,coffee,0.3363790214061737,0.48054147
14828,14828,616.37256,-6.2770047,-1.416413,Rural_Sokoto,2.508941650390625,1059.7,-4.7,31.899999618530273,13.600000381469727,0.58,Loamy,6.7893295,0.85877,8.4,wheat,4.238840103149414,0.50462383
14829,14829,743.7964,-3.9475615,-5.9480553,Rural_Kilimani,26.420122146606445,477.2,-4.1,30.700000762939453,13.300000190734863,0.61,Sandy,5.625216,0.23389536,1.1,wheat,0.550491213798523,0.50044656
14830,14830,559.1567,-1.2846967,-3.9480062,Rural_Kilimani,25.679500579833984,540.7,-5.7,31.600000381469727,12.949999809265137,0.61,Loamy,5.4683323,0.03101232,0.5,wheat,0.32209575176239014,0.6441915
14831,14831,611.71234,-8.669528,-4.1372,Rural_Hawassa,14.459660530090332,1288.5,-4.6,30.799999237060547,13.100000381469727,0.63,Silt,5.9663825,0.018771904,0.6,coffee,0.25734928250312805,0.4289155
14832,14832,578.295,-5.393889,-1.4479452,Rural_Kilimani,12.644759178161621,939.3,-5.2,33.400001525878906,14.100000381469727,0.6,Loamy,5.9603868,0.89702934,0.6,cassava,0.33392444252967834,0.5565407
14833,14833,714.86237,-7.7819066,-5.155243,Rural_Hawassa,9.530332565307617,1039.8,-3.9,32.70000076293945,14.399999618530273,0.6,Sandy,6.748753,0.1985919,2.2,maize,1.0440512895584106,0.47456875
14834,14834,758.0888,-9.660781,-0.29476392,Rural_Sokoto,0.9036141037940979,2067.7,-2.5,30.399999618530273,13.949999809265137,0.65,Volcanic,4.7352076,0.28943798,13.9,tea,7.869505301117897,0.74399257
14835,14835,94.56546,-12.2876,-6.6778026,Rural_Hawassa,15.954292297363281,1508.8,-9.1,34.0,12.449999809265137,0.66,Silt,5.4803834,0.00031314956,0.8,banana,0.3310508131980896,0.41381353
14836,14836,763.7678,-3.2446733,-6.6597843,Rural_Kilimani,6.589257717132568,527.2,-3.9,30.299999237060547,13.199999809265137,0.55,Sandy,4.8907666,0.19520053,4.9,wheat,2.2454404830932617,0.45825315
14837,14837,653.15027,-7.25474,-5.6192183,Rural_Hawassa,23.30559539794922,804.4,-4.6,30.799999237060547,13.100000381469727,0.63,Sandy,4.7043657,0.29333383,0.6,potato,0.3018648624420166,0.5031081
14838,14838,475.3436,-12.260566,-9.403094,Rural_Akatsi,4.343942642211914,1957.3,-5.2,30.0,12.399999618530273,0.65,Silt,6.539588,0.0038148998,4.5,wheat,2.365291118621826,0.5256202
14839,14839,741.2441,-3.9565728,-4.970554,Rural_Kilimani,3.135584831237793,507.4,-4.1,28.0,11.949999809265137,0.54,Sandy,5.7029023,0.22110455,10.9,maize,5.234118461608887,0.48019433
14840,14840,602.6963,-3.2807188,-6.5381594,Rural_Kilimani,17.655258178710938,355.4,-5.5,31.899999618530273,13.199999809265137,0.57,Loamy,6.4960213,0.20845658,1.1,potato,0.6105257272720337,0.5550234
14841,14841,689.7097,-9.232739,-4.6732492,Rural_Hawassa,6.554065227508545,1540.0,-3.6,32.20000076293945,14.300000190734863,0.63,Volcanic,4.7012696,0.013080377,3.5,cassava,1.421125888824463,0.40603596
14842,14842,329.26,-12.039786,-8.772449,Rural_Akatsi,1.6852370500564575,1805.3,-6.7,34.900001525878906,14.100000381469727,0.63,Silt,6.99795,0.08454208,13.9,banana,5.944851398468018,0.39898333
14843,14843,942.57306,-4.862217,-3.8849416,Rural_Kilimani,1.9368641376495361,839.7,-2.0,29.399999618530273,13.699999809265137,0.56,Rocky,4.69453,0.20678203,6.5,potato,3.3825271129608154,0.5203888
14844,14844,100.25986,-12.215508,-7.2994394,Rural_Hawassa,4.476037979125977,1526.9,-9.0,33.599998474121094,12.300000190734863,0.62,Silt,5.9413867,0.010764079,3.4,banana,1.5328770875930786,0.4508462
14845,14845,503.51532,-1.3432708,-4.6507263,Rural_Kilimani,11.744522094726562,358.1,-6.4,33.5,13.550000190734863,0.56,Loamy,5.922874,0.033520263,5.0,wheat,3.330766439437866,0.6661533
14846,14846,372.79123,-10.998971,-5.002086,Rural_Hawassa,16.93761444091797,1698.2,-6.4,32.400001525878906,13.0,0.67,Silt,5.326001,0.031937826,1.5,rice,0.8748261332511902,0.58321744
14847,14847,742.6948,-6.0922713,-7.303944,Rural_Amanzi,12.481330871582031,730.9,-3.9,30.100000381469727,13.100000381469727,0.59,Sandy,4.7522316,0.4806219,2.0,wheat,0.7418504357337952,0.37092522
14848,14848,440.38754,-10.156406,-7.52467,Rural_Akatsi,4.388993263244629,1640.8,-5.8,30.5,12.350000381469727,0.63,Silt,5.9033704,0.03560346,2.3,banana,1.10727059841156,0.48142198
14849,14849,782.6933,-8.633482,-1.7812867,Rural_Sokoto,16.627500534057617,1706.3,-2.6,31.0,14.199999809265137,0.67,Volcanic,3.8963845,0.09473568,0.7,tea,0.4716687798500061,0.67381257
14850,14850,599.0279,-7.299797,-3.4795263,Rural_Hawassa,16.395078659057617,903.2,-5.0,30.299999237060547,12.649999618530273,0.61,Loamy,6.2457957,0.11675065,0.9,coffee,0.4379206597805023,0.48657852
14851,14851,254.73512,-11.823513,-6.2588735,Rural_Hawassa,7.239135265350342,1673.6,-7.5,33.5,13.0,0.64,Silt,5.802562,0.0034820752,3.9,wheat,1.7569719552993774,0.45050564
14852,14852,871.9253,-7.2817745,-7.421064,Rural_Akatsi,31.403377532958984,1166.5,-2.3,25.200000762939453,11.449999809265137,0.68,Sandy,5.8451624,0.11438589,1.0,cassava,0.6065230369567871,0.60652304
14853,14853,326.73953,-14.112406,-7.8129654,Rural_Hawassa,4.00191068649292,1365.8,-7.1,36.099998474121094,14.5,0.61,Peaty,5.0822554,2.7746136e-08,11.3,cassava,5.42069149017334,0.47970724
14854,14854,728.8975,-4.835183,-1.1506407,Rural_Kilimani,5.53346061706543,1143.3,-3.6,32.900001525878906,14.649999618530273,0.6,Sandy,5.5425415,0.87037003,2.2,cassava,1.0889884233474731,0.49499473
14855,14855,754.3594,-2.9788375,-3.7362895,Rural_Kilimani,5.123835563659668,714.6,-3.8,28.799999237060547,12.5,0.56,Sandy,5.356054,0.23573592,2.7,wheat,1.277065634727478,0.47298726
14856,14856,674.843,-5.997652,0.16470675,Rural_Sokoto,32.79596710205078,1299.8,-4.0,31.100000381469727,13.550000190734863,0.69,Volcanic,4.969756,0.9720796,1.2,tea,0.6203847527503967,0.51698726
14857,14857,675.12396,-8.052248,-1.929939,Rural_Sokoto,0.9008916020393372,1412.7,-3.9,28.100000381469727,12.100000381469727,0.6,Volcanic,4.1745625,0.26890385,9.7,tea,6.518287181854248,0.67198837
14858,14858,905.18555,-3.2086277,-2.4704926,Rural_Kilimani,26.31842613220215,1124.2,-2.1,26.100000381469727,12.0,0.66,Sandy,6.037767,0.41061202,1.2,coffee,0.3898064196109772,0.32483867
14859,14859,673.9034,-8.160384,-6.6057286,Rural_Akatsi,12.653848648071289,1160.9,-4.2,27.799999237060547,11.800000190734863,0.62,Sandy,4.981586,0.20394301,1.3,cassava,0.6477445960044861,0.49826506
14860,14860,915.757,-4.105261,-4.128191,Rural_Kilimani,24.226116180419922,780.2,-2.3,30.399999618530273,14.050000190734863,0.63,Sandy,5.393911,0.2104044,1.1,wheat,0.5483618378639221,0.49851078
14861,14861,771.30786,-3.7312882,-0.4434162,Rural_Kilimani,3.72076416015625,1347.3,-3.1,28.899999618530273,12.899999618530273,0.61,Volcanic,5.2084527,0.5651441,13.9,cassava,6.452592849731445,0.4608995
14862,14862,672.51996,-8.282039,-6.718344,Rural_Akatsi,4.769331455230713,1215.4,-4.1,29.600000381469727,12.75,0.6,Volcanic,5.658413,0.15235555,4.4,wheat,2.1884729862213135,0.4973802
14863,14863,684.5994,-6.0336976,-2.0966098,Rural_Hawassa,5.5082502365112305,953.9,-4.4,29.899999618530273,12.75,0.58,Sandy,6.0893126,0.7143108,3.3,coffee,0.8343004584312439,0.25281832
14864,14864,852.8116,-10.863801,0.49354362,Rural_Sokoto,2.6919188499450684,2377.0,-1.4,29.899999618530273,14.25,0.68,Volcanic,5.4693155,0.25355375,13.2,coffee,7.7742133140563965,0.5889555
14865,14865,854.4397,-1.9335166,-1.0155022,Rural_Kilimani,6.955099582672119,1488.9,-2.2,27.0,12.399999618530273,0.63,Volcanic,5.091191,0.09113527,4.4,tea,3.037552833557129,0.6903529
14866,14866,844.8884,-1.8794483,-6.8219504,Rural_Kilimani,8.656404495239258,621.1,-3.1,30.100000381469727,13.5,0.57,Rocky,5.9919477,0.18342555,3.6,maize,2.1620235443115234,0.6005621
14867,14867,291.3143,-12.931913,-7.23187,Rural_Hawassa,3.838353395462036,1648.0,-7.2,32.0,12.399999618530273,0.63,Silt,6.6748486,0.00021715036,10.7,rice,5.943209171295166,0.5554401
14868,14868,683.98285,-8.169396,-4.875957,Rural_Hawassa,2.6608023643493652,1148.7,-4.0,30.5,13.25,0.59,Sandy,6.0195327,0.202963,9.8,wheat,4.836452960968018,0.4935156
14869,14869,586.1207,-7.772895,-1.1776683,Rural_Sokoto,12.613664627075195,1350.7,-4.7,30.399999618530273,12.850000381469727,0.63,Silt,6.126715,0.39636365,1.3,coffee,0.48462435603141785,0.37278795
14870,14870,738.6447,-5.362349,-5.1372247,Rural_Kilimani,15.318975448608398,526.6,-4.1,27.799999237060547,11.850000381469727,0.58,Sandy,5.6552134,0.29760626,1.3,potato,0.7846461534500122,0.603574
14871,14871,644.9797,-7.2367177,-0.20917624,Rural_Sokoto,6.99943208694458,1407.8,-4.2,29.700000762939453,12.75,0.62,Volcanic,5.463483,0.57774544,2.8,banana,0.9576871395111084,0.34203112
14872,14872,731.31555,-4.9568367,-7.6823316,Rural_Amanzi,13.944294929504395,630.7,-4.1,31.399999618530273,13.649999618530273,0.58,Sandy,5.9436913,0.42100754,1.0,maize,0.4929828941822052,0.4929829
14873,14873,714.7548,-7.7233324,-4.294862,Rural_Hawassa,5.625548362731934,1063.8,-3.8,25.799999237060547,11.0,0.59,Sandy,6.1220555,0.06855883,4.9,maize,2.4301066398620605,0.49594015
14874,14874,901.6976,-8.327095,-0.7542346,Rural_Sokoto,48.962159395217896,1865.9,-1.4,28.700000762939453,13.649999618530273,0.79,Volcanic,5.304615,0.16199566,2.0,tea,1.540954828262329,0.7704774
14875,14875,468.1968,-11.215244,-9.173359,Rural_Akatsi,4.602395057678223,1947.1,-5.3,31.100000381469727,12.899999618530273,0.65,Silt,7.023957,0.046365276,2.2,coffee,1.1060668230056763,0.5027576
14876,14876,671.179,-9.0975685,-0.48846233,Rural_Sokoto,2.084219455718994,1837.0,-3.5,30.299999237060547,13.399999618530273,0.64,Volcanic,5.3535542,0.14074537,13.4,banana,7.743149280548096,0.57784694
14877,14877,525.1083,-9.651769,-3.2588003,Rural_Hawassa,4.905937194824219,1586.4,-5.1,32.29999923706055,13.600000381469727,0.63,Silt,6.9730334,0.0061438945,4.5,wheat,2.3833460807800293,0.52963245
14878,14878,628.58276,-5.8714924,-6.6237473,Rural_Amanzi,3.0418825149536133,506.8,-5.1,31.299999237060547,13.100000381469727,0.54,Loamy,5.0754514,0.31439874,11.6,maize,6.03494930267334,0.52025425
14879,14879,743.7482,-8.119833,-1.2272191,Rural_Sokoto,7.276022911071777,1595.4,-3.1,30.899999618530273,13.899999618530273,0.64,Volcanic,4.7212844,0.24960707,4.7,tea,3.518958568572998,0.7487146
14880,14880,776.1187,-6.2139254,0.47102055,Rural_Sokoto,23.022354125976562,1446.3,-2.9,29.200000762939453,13.149999618530273,0.67,Volcanic,5.5943484,0.8563986,1.9,coffee,0.5848966836929321,0.30784038
14881,14881,691.15375,-7.863009,-6.5877104,Rural_Akatsi,16.39110565185547,1080.7,-4.0,31.399999618530273,13.699999809265137,0.62,Sandy,5.6839995,0.25792366,1.0,cassava,0.5746064186096191,0.5746064
14882,14882,695.43085,-8.336106,-5.772375,Rural_Hawassa,28.846843719482422,1213.5,-3.9,32.599998474121094,14.350000381469727,0.67,Volcanic,5.20788,0.2430472,1.9,wheat,0.8115288019180298,0.42712042
14883,14883,742.44965,-6.2860165,0.23227598,Rural_Sokoto,12.812524795532227,1403.3,-3.3,29.0,12.850000381469727,0.64,Volcanic,5.5712757,0.934199,1.1,coffee,0.33148401975631714,0.3013491
14884,14884,761.49664,-7.772895,1.6016787,Rural_Sokoto,9.232516288757324,1704.7,-2.8,29.5,13.350000381469727,0.65,Volcanic,5.267689,0.082629934,3.3,coffee,1.636175274848938,0.49581072
14885,14885,640.8272,-5.7228045,-2.2182343,Rural_Hawassa,16.777082443237305,875.8,-4.7,31.100000381469727,13.199999809265137,0.61,Sandy,5.088992,0.6446452,1.3,wheat,0.3912231922149658,0.3009409
14886,14886,740.8456,-3.1996164,-3.997557,Rural_Kilimani,1.6939175128936768,646.5,-4.0,31.100000381469727,13.550000190734863,0.55,Sandy,5.194829,0.20355442,13.9,maize,6.369754314422607,0.45498243
14887,14887,745.6355,-8.804699,-8.0607195,Rural_Akatsi,16.974271774291992,1598.2,-3.1,27.799999237060547,12.350000381469727,0.67,Volcanic,4.737202,0.14016831,1.0,tea,0.7648320198059082,0.764832
14888,14888,558.0232,-7.4259567,-1.8668743,Rural_Sokoto,13.82296085357666,1138.2,-5.2,31.200000762939453,13.0,0.62,Loamy,6.497249,0.5564237,1.5,wheat,0.8511391282081604,0.5674261
14889,14889,729.34375,-9.156143,-1.1956868,Rural_Sokoto,22.81458854675293,1853.3,-3.0,31.899999618530273,14.449999809265137,0.7,Volcanic,4.7347307,0.07073789,1.1,tea,0.9564831852912903,0.86953014
14890,14890,585.4682,-5.2722354,-1.7677729,Rural_Hawassa,11.81917667388916,880.8,-5.2,31.5,13.149999618530273,0.6,Loamy,6.1950164,0.8103291,1.5,wheat,0.7919052243232727,0.5279368
14891,14891,210.9765,-12.337162,-7.213852,Rural_Hawassa,11.74049186706543,1634.7,-7.9,33.70000076293945,12.899999618530273,0.65,Silt,6.2109075,0.0046433504,4.5,rice,2.510389804840088,0.55786437
14892,14892,281.0617,-12.74718,-7.362504,Rural_Hawassa,6.04121208190918,1667.4,-7.2,33.79999923706055,13.300000190734863,0.64,Silt,6.367064,0.0012363606,3.0,banana,1.2997527122497559,0.4332509
14893,14893,297.42526,-13.247313,-7.9300857,Rural_Hawassa,7.370471477508545,1598.5,-7.1,33.599998474121094,13.25,0.64,Silt,7.138116,0.00018418662,2.7,rice,1.3251972198486328,0.4908138
14894,14894,306.0707,-12.616515,-7.93459,Rural_Akatsi,3.90244197845459,1717.7,-7.0,32.70000076293945,12.850000381469727,0.63,Silt,6.910198,0.013007136,13.8,rice,7.001689434051514,0.5073688
14895,14895,863.7297,-5.17311,-6.231846,Rural_Kilimani,16.491605758666992,642.6,-2.9,28.899999618530273,13.0,0.59,Rocky,4.706999,0.31540006,1.1,potato,0.5586757063865662,0.507887
14896,14896,486.96054,-9.142626,-6.380498,Rural_Akatsi,3.481133460998535,1311.2,-5.7,31.799999237060547,13.050000190734863,0.6,Peaty,5.541726,0.06571119,12.0,banana,5.808876037597656,0.484073
14897,14897,581.0815,-6.5743804,-5.587686,Rural_Amanzi,3.897156000137329,546.9,-5.5,30.299999237060547,12.399999618530273,0.55,Loamy,6.2700033,0.24040313,11.0,maize,7.218710899353027,0.6562464
14898,14898,640.6475,-9.070535,-5.168757,Rural_Hawassa,4.048165321350098,1419.9,-4.2,30.299999237060547,13.050000190734863,0.61,Volcanic,5.407899,0.047842823,13.1,cassava,6.177174091339111,0.47154
14899,14899,663.46155,-9.687815,-1.1641545,Rural_Sokoto,9.121085166931152,1912.7,-3.6,28.700000762939453,12.550000190734863,0.66,Volcanic,5.3025103,0.117156915,2.2,tea,1.9161617755889893,0.87098265
14900,14900,883.9247,-7.6512413,-5.997606,Rural_Hawassa,33.022560119628906,1179.5,-2.2,29.600000381469727,13.699999809265137,0.68,Sandy,6.4304514,0.38239223,0.7,maize,0.333000123500824,0.47571447
14901,14901,698.91815,-10.494333,-0.5425177,Rural_Sokoto,2.9222781658172607,2143.2,-3.0,28.600000381469727,12.800000190734863,0.66,Volcanic,5.7088046,0.3356273,9.5,banana,5.604193687438965,0.5899151
14902,14902,474.8655,-10.661044,-9.020203,Rural_Akatsi,5.177910804748535,1879.2,-5.3,31.399999618530273,13.050000190734863,0.65,Silt,6.1900263,0.068358675,2.5,rice,1.5939818620681763,0.63759273
14903,14903,643.75867,-8.669528,-4.186751,Rural_Hawassa,9.368377685546875,1318.7,-4.3,30.200000762939453,12.949999809265137,0.62,Volcanic,5.8063636,0.01950977,3.5,cassava,1.8732073307037354,0.5352021
14904,14904,684.1247,-2.1858354,-3.8984556,Rural_Kilimani,14.110487937927246,647.0,-4.5,31.5,13.5,0.58,Sandy,5.8926134,0.12510239,1.0,potato,0.6061034798622131,0.6061035
14905,14905,645.2079,-9.674297,-0.27674547,Rural_Sokoto,28.937835693359375,1952.5,-3.7,28.299999237060547,12.300000190734863,0.73,Volcanic,4.713817,0.29402167,1.6,tea,1.3387423753738403,0.83671397
14906,14906,525.13983,-7.0114326,-3.2813234,Rural_Hawassa,6.72117280960083,795.0,-5.7,31.700000762939453,13.0,0.57,Loamy,6.6905146,0.20807704,4.4,wheat,3.036806106567383,0.6901832
14907,14907,828.6927,-3.983607,-5.515612,Rural_Kilimani,31.19386100769043,569.6,-3.3,28.899999618530273,12.800000190734863,0.63,Sandy,5.7795577,0.23763932,1.5,wheat,0.8209372758865356,0.5472915
14908,14908,829.58325,-7.727838,-6.718344,Rural_Akatsi,9.959451675415039,1190.3,-2.7,30.299999237060547,13.800000190734863,0.61,Sandy,5.2083297,0.22447938,2.7,cassava,1.4762158393859863,0.5467466
14909,14909,440.8141,-9.313842,-7.069704,Rural_Akatsi,6.093737602233887,1331.6,-6.3,32.79999923706055,13.25,0.61,Peaty,5.43431,0.035383344,2.9,banana,1.3480836153030396,0.46485642
14910,14910,698.5891,-2.1723182,-3.646197,Rural_Kilimani,34.85026168823242,711.7,-4.3,30.600000381469727,13.149999618530273,0.65,Sandy,5.8914523,0.15434386,0.6,wheat,0.3259793221950531,0.54329884
14911,14911,814.12976,-5.5020256,-4.479551,Rural_Kilimani,14.201416969299316,666.5,-3.3,29.0,12.850000381469727,0.59,Sandy,5.0411253,0.24683373,1.7,potato,1.0191243886947632,0.5994849
14912,14912,95.83993,-11.967695,-7.1327686,Rural_Hawassa,33.768287658691406,1524.5,-9.0,34.20000076293945,12.600000381469727,0.71,Silt,5.7510715,0.009696292,1.3,rice,0.7504017353057861,0.5772321
14913,14913,683.6987,-7.2817745,-0.52900386,Rural_Sokoto,15.700139999389648,1424.4,-3.8,29.399999618530273,12.800000190734863,0.65,Volcanic,4.5247126,0.5644019,0.9,cassava,0.2956969141960144,0.32855216
14914,14914,648.18677,-6.6059203,-6.0831933,Rural_Amanzi,2.141777515411377,635.9,-4.8,30.799999237060547,13.0,0.55,Sandy,5.2580433,0.24346344,11.8,maize,5.0560832023620605,0.4284816
14915,14915,864.7786,-8.336106,-8.056214,Rural_Akatsi,4.5738019943237305,1569.3,-2.0,28.700000762939453,13.350000381469727,0.62,Volcanic,5.041604,0.09073648,4.9,tea,3.4563047885894775,0.70536834
14916,14916,719.38715,-6.9483533,-6.1327443,Rural_Amanzi,16.366884231567383,800.1,-4.0,30.399999618530273,13.199999809265137,0.6,Sandy,6.220337,0.27061084,0.6,coffee,0.24149352312088013,0.40248922
14917,14917,843.7807,-7.8404803,0.18722983,Rural_Sokoto,11.947660446166992,1769.6,-2.0,29.100000381469727,13.550000190734863,0.66,Volcanic,4.60418,0.26857972,1.6,tea,1.1980297565460205,0.74876857
14918,14918,547.29803,-10.620493,-9.583279,Rural_Akatsi,5.543091773986816,1984.3,-4.5,30.299999237060547,12.899999618530273,0.66,Silt,5.9964514,0.04142844,3.3,rice,2.1790876388549805,0.6603296
14919,14919,588.5254,-8.448749,-6.961593,Rural_Akatsi,7.451550483703613,1185.2,-5.1,30.799999237060547,12.850000381469727,0.6,Loamy,5.0225997,0.082319304,3.0,wheat,1.6227312088012695,0.5409104
14920,14920,684.15076,-6.952859,-0.32179162,Rural_Sokoto,4.584564208984375,1386.4,-3.8,29.100000381469727,12.649999618530273,0.61,Volcanic,4.978178,0.7235702,3.3,tea,1.8353958129882812,0.5561806
14921,14921,627.7626,-7.4259567,-2.5470712,Rural_Hawassa,6.747975826263428,1103.6,-4.6,32.900001525878906,14.149999618530273,0.6,Loamy,5.757743,0.34102482,2.6,cassava,1.6352132558822632,0.6289282
14922,14922,658.8346,-7.0114326,-0.27224085,Rural_Sokoto,7.994709491729736,1366.7,-4.1,29.600000381469727,12.75,0.62,Volcanic,5.7999806,0.6929254,2.6,coffee,1.0009254217147827,0.38497132
14923,14923,772.3683,-8.178408,0.489039,Rural_Sokoto,5.055283069610596,1784.8,-2.7,30.899999618530273,14.100000381469727,0.64,Volcanic,5.7395196,0.14772128,3.0,coffee,1.726322889328003,0.57544094
14924,14924,769.73926,-4.501762,-2.0785913,Rural_Kilimani,11.483839988708496,1008.9,-3.4,33.599998474121094,15.100000381469727,0.6,Sandy,6.551888,0.5512307,4.7,wheat,2.180750608444214,0.4639895
14925,14925,420.02036,-9.890571,-3.9164739,Rural_Hawassa,3.622422456741333,1501.6,-6.2,31.399999618530273,12.600000381469727,0.62,Silt,7.4651513,0.04248522,5.5,banana,1.7246869802474976,0.31357944
14926,14926,759.46075,-4.573853,-2.326345,Rural_Kilimani,13.441893577575684,944.2,-3.5,28.399999618530273,12.449999809265137,0.61,Sandy,5.0035377,0.4502113,1.0,tea,0.4541318118572235,0.4541318
14927,14927,543.9165,-11.327887,-9.601297,Rural_Akatsi,8.217206001281738,2052.9,-4.5,34.0,14.75,0.67,Silt,5.658804,0.009063644,2.7,cassava,1.143269658088684,0.4234332
14928,14928,861.3783,-4.3395567,-5.3129044,Rural_Kilimani,22.456987380981445,608.0,-2.9,28.100000381469727,12.600000381469727,0.61,Rocky,4.1074514,0.26446384,1.4,potato,0.680076539516449,0.48576897
