Country_name,Country_ISO3,Year,Indicator_name,Indicator_code,Value
"Egypt, Arab Rep.",EGY,2002,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,94.28223
"Egypt, Arab Rep.",EGY,2001,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,94.77054
"Egypt, Arab Rep.",EGY,2000,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,98.77607
"Egypt, Arab Rep.",EGY,1999,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,98.80562
"Egypt, Arab Rep.",EGY,1976,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,87.42468
"Egypt, Arab Rep.",EGY,1975,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,81.8004
"Egypt, Arab Rep.",EGY,2018,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,1.5049
"Egypt, Arab Rep.",EGY,2017,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,1.68374
"Egypt, Arab Rep.",EGY,2016,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,2.22472
"Egypt, Arab Rep.",EGY,2013,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,2.39247
"Egypt, Arab Rep.",EGY,2012,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,2.43259
"Egypt, Arab Rep.",EGY,2011,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,2.54609
"Egypt, Arab Rep.",EGY,2010,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,2.50902
"Egypt, Arab Rep.",EGY,2009,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,2.44807
"Egypt, Arab Rep.",EGY,2005,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,1.5399
"Egypt, Arab Rep.",EGY,2004,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,2.85112
"Egypt, Arab Rep.",EGY,2003,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,3.33227
"Egypt, Arab Rep.",EGY,2002,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,3.82038
"Egypt, Arab Rep.",EGY,2001,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,3.92507
"Egypt, Arab Rep.",EGY,2000,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,4.16351
"Egypt, Arab Rep.",EGY,1999,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,4.64949
"Egypt, Arab Rep.",EGY,1997,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,5.28514
"Egypt, Arab Rep.",EGY,1986,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,1.33414
"Egypt, Arab Rep.",EGY,1983,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,1.70844
"Egypt, Arab Rep.",EGY,1982,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,2.45313
"Egypt, Arab Rep.",EGY,1981,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,8.81591
"Egypt, Arab Rep.",EGY,1980,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,6.68448
"Egypt, Arab Rep.",EGY,1979,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,11.24907
"Egypt, Arab Rep.",EGY,1978,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,8.2798
"Egypt, Arab Rep.",EGY,1977,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,5.10562
"Egypt, Arab Rep.",EGY,1976,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,6.86229
"Egypt, Arab Rep.",EGY,1975,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,7.07254
"Egypt, Arab Rep.",EGY,1974,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,4.68347
"Egypt, Arab Rep.",EGY,1973,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,4.79307
"Egypt, Arab Rep.",EGY,1972,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,4.94809
"Egypt, Arab Rep.",EGY,1971,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,5.74051
"Egypt, Arab Rep.",EGY,2018,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,2.68654
"Egypt, Arab Rep.",EGY,2017,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,2.96557
"Egypt, Arab Rep.",EGY,2016,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,3.9763
"Egypt, Arab Rep.",EGY,2013,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,3.95152
"Egypt, Arab Rep.",EGY,2012,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,4.17539
"Egypt, Arab Rep.",EGY,2011,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,4.33835
"Egypt, Arab Rep.",EGY,2010,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,4.35415
"Egypt, Arab Rep.",EGY,2009,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,4.1567
"Egypt, Arab Rep.",EGY,2005,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,2.70062
"Egypt, Arab Rep.",EGY,2004,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,5.01107
"Egypt, Arab Rep.",EGY,2003,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,5.60021
"Egypt, Arab Rep.",EGY,2002,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,6.31636
"Egypt, Arab Rep.",EGY,2001,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,6.38525
"Egypt, Arab Rep.",EGY,2000,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,6.67656
"Egypt, Arab Rep.",EGY,1999,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,7.13639
"Egypt, Arab Rep.",EGY,1997,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,7.47749
"Egypt, Arab Rep.",EGY,1986,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,1.62615
"Egypt, Arab Rep.",EGY,1983,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,2.3121
"Egypt, Arab Rep.",EGY,1982,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,2.79999
"Egypt, Arab Rep.",EGY,1981,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,7.21599
"Egypt, Arab Rep.",EGY,1980,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,6.80756
"Egypt, Arab Rep.",EGY,1979,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,6.65384
"Egypt, Arab Rep.",EGY,1978,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,5.91964
"Egypt, Arab Rep.",EGY,1977,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,5.13046
"Egypt, Arab Rep.",EGY,1976,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,6.58725
"Egypt, Arab Rep.",EGY,1975,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,7.07138
"Egypt, Arab Rep.",EGY,1974,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,4.84661
"Egypt, Arab Rep.",EGY,1973,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,5.05745
"Egypt, Arab Rep.",EGY,1972,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,5.33363
"Egypt, Arab Rep.",EGY,1971,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,3.72787
"Egypt, Arab Rep.",EGY,2019,"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS,85.17665
"Egypt, Arab Rep.",EGY,2018,"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS,84.27078
"Egypt, Arab Rep.",EGY,2016,"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS,76.50096
"Egypt, Arab Rep.",EGY,2019,"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS,83.75805
"Egypt, Arab Rep.",EGY,2018,"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS,80.24391
"Egypt, Arab Rep.",EGY,2016,"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS,70.44047
"Egypt, Arab Rep.",EGY,2019,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,62.29399
"Egypt, Arab Rep.",EGY,2018,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,61.37732
"Egypt, Arab Rep.",EGY,2017,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,60.50622
"Egypt, Arab Rep.",EGY,2016,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,59.86829
"Egypt, Arab Rep.",EGY,2010,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,52.87561
"Egypt, Arab Rep.",EGY,2009,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,51.75561
"Egypt, Arab Rep.",EGY,2007,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,55.79674
"Egypt, Arab Rep.",EGY,2006,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,55.17815
"Egypt, Arab Rep.",EGY,2005,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,55.03961
"Egypt, Arab Rep.",EGY,2004,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,55.03986
"Egypt, Arab Rep.",EGY,2003,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,53.92531
"Egypt, Arab Rep.",EGY,2002,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,53.30544
"Egypt, Arab Rep.",EGY,2001,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,52.91986
"Egypt, Arab Rep.",EGY,2000,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,52.43792
"Egypt, Arab Rep.",EGY,1999,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,52.3312
"Egypt, Arab Rep.",EGY,1997,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,49.46634
"Egypt, Arab Rep.",EGY,1996,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,52.62647
"Egypt, Arab Rep.",EGY,1995,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,53.56932
"Egypt, Arab Rep.",EGY,1994,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,53.6705
"Egypt, Arab Rep.",EGY,1993,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,53.56519
"Egypt, Arab Rep.",EGY,1992,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,53.64963
"Egypt, Arab Rep.",EGY,1991,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,51.6263
"Egypt, Arab Rep.",EGY,1990,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,51.28606
"Egypt, Arab Rep.",EGY,1989,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,48.27878
"Egypt, Arab Rep.",EGY,1988,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,49.21727
"Egypt, Arab Rep.",EGY,1987,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,49.12692
"Egypt, Arab Rep.",EGY,1986,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,47.83947
"Egypt, Arab Rep.",EGY,1984,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,46.94039
"Egypt, Arab Rep.",EGY,1983,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,46.62267
"Egypt, Arab Rep.",EGY,1982,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,47.25588
"Egypt, Arab Rep.",EGY,1979,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,45.72
"Egypt, Arab Rep.",EGY,1978,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,46.09337
"Egypt, Arab Rep.",EGY,1977,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,46.79779
"Egypt, Arab Rep.",EGY,1976,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,47.63004
"Egypt, Arab Rep.",EGY,1971,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,53.03449
"Egypt, Arab Rep.",EGY,2012,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,98.77074
"Egypt, Arab Rep.",EGY,2003,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,89.94652
"Egypt, Arab Rep.",EGY,2002,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,88.79665
"Egypt, Arab Rep.",EGY,2001,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,87.52835
"Egypt, Arab Rep.",EGY,2000,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,86.30993
"Egypt, Arab Rep.",EGY,1999,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,84.2703
"Egypt, Arab Rep.",EGY,1997,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,84.15564
"Egypt, Arab Rep.",EGY,1994,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,80.85954
"Egypt, Arab Rep.",EGY,1978,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,54.43943
"Egypt, Arab Rep.",EGY,1973,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,51.34122
"Egypt, Arab Rep.",EGY,1972,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,51.57135
"Egypt, Arab Rep.",EGY,1971,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,51.44103
"Egypt, Arab Rep.",EGY,2012,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,98.31666
"Egypt, Arab Rep.",EGY,2003,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,92.56194
"Egypt, Arab Rep.",EGY,2002,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,91.87038
"Egypt, Arab Rep.",EGY,2001,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,91.40155
"Egypt, Arab Rep.",EGY,2000,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,90.99357
"Egypt, Arab Rep.",EGY,1999,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,89.65508
"Egypt, Arab Rep.",EGY,1997,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,94.08485
"Egypt, Arab Rep.",EGY,1994,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,93.58536
"Egypt, Arab Rep.",EGY,1978,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,78.58982
"Egypt, Arab Rep.",EGY,1973,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,78.14689
"Egypt, Arab Rep.",EGY,1972,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,78.2335
"Egypt, Arab Rep.",EGY,1971,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,77.54768
"Egypt, Arab Rep.",EGY,2012,"Children out of school, primary, female",SE.PRM.UNER.FE,34210.0
"Egypt, Arab Rep.",EGY,2004,"Children out of school, primary, female",SE.PRM.UNER.FE,339797.0
"Egypt, Arab Rep.",EGY,2003,"Children out of school, primary, female",SE.PRM.UNER.FE,393683.0
"Egypt, Arab Rep.",EGY,2002,"Children out of school, primary, female",SE.PRM.UNER.FE,442636.0
"Egypt, Arab Rep.",EGY,2001,"Children out of school, primary, female",SE.PRM.UNER.FE,499182.0
"Egypt, Arab Rep.",EGY,2000,"Children out of school, primary, female",SE.PRM.UNER.FE,557079.0
"Egypt, Arab Rep.",EGY,1999,"Children out of school, primary, female",SE.PRM.UNER.FE,647306.0
"Egypt, Arab Rep.",EGY,1997,"Children out of school, primary, female",SE.PRM.UNER.FE,659235.0
"Egypt, Arab Rep.",EGY,1994,"Children out of school, primary, female",SE.PRM.UNER.FE,754701.0
"Egypt, Arab Rep.",EGY,1978,"Children out of school, primary, female",SE.PRM.UNER.FE,1.391874e+06
"Egypt, Arab Rep.",EGY,1973,"Children out of school, primary, female",SE.PRM.UNER.FE,1.32926e+06
"Egypt, Arab Rep.",EGY,1972,"Children out of school, primary, female",SE.PRM.UNER.FE,1.29059e+06
"Egypt, Arab Rep.",EGY,1971,"Children out of school, primary, female",SE.PRM.UNER.FE,1.2661e+06
"Egypt, Arab Rep.",EGY,2012,"Children out of school, primary, male",SE.PRM.UNER.MA,59251.0
"Egypt, Arab Rep.",EGY,2004,"Children out of school, primary, male",SE.PRM.UNER.MA,289820.0
"Egypt, Arab Rep.",EGY,2003,"Children out of school, primary, male",SE.PRM.UNER.MA,305308.0
"Egypt, Arab Rep.",EGY,2002,"Children out of school, primary, male",SE.PRM.UNER.MA,336974.0
"Egypt, Arab Rep.",EGY,2001,"Children out of school, primary, male",SE.PRM.UNER.MA,360749.0
"Egypt, Arab Rep.",EGY,2000,"Children out of school, primary, male",SE.PRM.UNER.MA,383799.0
"Egypt, Arab Rep.",EGY,1999,"Children out of school, primary, male",SE.PRM.UNER.MA,446269.0
"Egypt, Arab Rep.",EGY,1997,"Children out of school, primary, male",SE.PRM.UNER.MA,259539.0
"Egypt, Arab Rep.",EGY,1994,"Children out of school, primary, male",SE.PRM.UNER.MA,266398.0
"Egypt, Arab Rep.",EGY,1978,"Children out of school, primary, male",SE.PRM.UNER.MA,700293.0
"Egypt, Arab Rep.",EGY,1973,"Children out of school, primary, male",SE.PRM.UNER.MA,643574.0
"Egypt, Arab Rep.",EGY,1972,"Children out of school, primary, male",SE.PRM.UNER.MA,626662.0
"Egypt, Arab Rep.",EGY,1971,"Children out of school, primary, male",SE.PRM.UNER.MA,633660.0
"Egypt, Arab Rep.",EGY,2017,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,73.50696
"Egypt, Arab Rep.",EGY,2006,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,36.44533
"Egypt, Arab Rep.",EGY,1996,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,45.14216
"Egypt, Arab Rep.",EGY,1986,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,11.08693
"Egypt, Arab Rep.",EGY,2017,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,72.53537
"Egypt, Arab Rep.",EGY,2006,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,52.17745
"Egypt, Arab Rep.",EGY,1996,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,49.16814
"Egypt, Arab Rep.",EGY,1986,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,27.7548
"Egypt, Arab Rep.",EGY,2017,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,72.95914
"Egypt, Arab Rep.",EGY,2006,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,44.43073
"Egypt, Arab Rep.",EGY,1996,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,47.71251
"Egypt, Arab Rep.",EGY,1986,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,19.42196
"Egypt, Arab Rep.",EGY,2017,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,12.67203
"Egypt, Arab Rep.",EGY,2006,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,12.80739
"Egypt, Arab Rep.",EGY,1996,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,6.77644
"Egypt, Arab Rep.",EGY,1986,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,1.76339
"Egypt, Arab Rep.",EGY,2017,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,13.22705
"Egypt, Arab Rep.",EGY,2006,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,19.91688
"Egypt, Arab Rep.",EGY,1996,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,6.30401
"Egypt, Arab Rep.",EGY,1986,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,7.48694
"Egypt, Arab Rep.",EGY,2017,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,12.98497
"Egypt, Arab Rep.",EGY,2006,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,16.41607
"Egypt, Arab Rep.",EGY,1996,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,6.47482
"Egypt, Arab Rep.",EGY,1986,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,4.62554
"Egypt, Arab Rep.",EGY,2017,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,67.4589
"Egypt, Arab Rep.",EGY,2006,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,33.14358
"Egypt, Arab Rep.",EGY,2017,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,66.92253
"Egypt, Arab Rep.",EGY,2006,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS,47.40064
"Egypt, Arab Rep.",EGY,2017,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,67.15647
"Egypt, Arab Rep.",EGY,2006,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,40.38026
"Egypt, Arab Rep.",EGY,2018,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,48.222
"Egypt, Arab Rep.",EGY,2017,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,48.14735
"Egypt, Arab Rep.",EGY,2016,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,48.18645
"Egypt, Arab Rep.",EGY,2014,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,48.56597
"Egypt, Arab Rep.",EGY,2013,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,48.18927
"Egypt, Arab Rep.",EGY,2012,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,48.3476
"Egypt, Arab Rep.",EGY,2011,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,48.46033
"Egypt, Arab Rep.",EGY,2010,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,48.05861
"Egypt, Arab Rep.",EGY,2009,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,48.51815
"Egypt, Arab Rep.",EGY,2004,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,47.38814
"Egypt, Arab Rep.",EGY,2003,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,47.29688
"Egypt, Arab Rep.",EGY,2001,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,47.26582
"Egypt, Arab Rep.",EGY,2000,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,47.05282
"Egypt, Arab Rep.",EGY,1999,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,46.74515
"Egypt, Arab Rep.",EGY,1997,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,45.38059
"Egypt, Arab Rep.",EGY,1996,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,45.47239
"Egypt, Arab Rep.",EGY,1995,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,45.51593
"Egypt, Arab Rep.",EGY,1994,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,44.45552
"Egypt, Arab Rep.",EGY,1993,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,44.75581
"Egypt, Arab Rep.",EGY,1992,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,44.58165
"Egypt, Arab Rep.",EGY,1991,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,43.23911
"Egypt, Arab Rep.",EGY,1990,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,42.49955
"Egypt, Arab Rep.",EGY,1989,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,41.34788
"Egypt, Arab Rep.",EGY,1988,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,40.80188
"Egypt, Arab Rep.",EGY,1987,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,40.08433
"Egypt, Arab Rep.",EGY,1986,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,39.56642
"Egypt, Arab Rep.",EGY,1985,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,38.96682
"Egypt, Arab Rep.",EGY,1984,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,38.46641
"Egypt, Arab Rep.",EGY,1983,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,38.0119
