InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,revenue
,85063,CREAM SWEETHEART MAGAZINE RACK,-1,2011-04-04 09:02:00,16.95,15874.0,United Kingdom,-16.95
,22690,DOORMAT HOME SWEET HOME BLUE ,-2,2011-04-04 09:04:00,7.95,15632.0,United Kingdom,-15.9
,22325,MOBILE VINTAGE HEARTS ,-2,2011-04-04 09:45:00,4.95,17725.0,United Kingdom,-9.9
,85159A,"BLACK TEA,COFFEE,SUGAR JARS",-2,2011-04-04 09:45:00,1.95,17725.0,United Kingdom,-3.9
,22232,JIGSAW TOADSTOOLS 3 PIECE,-8,2011-04-04 09:57:00,1.65,12434.0,Australia,-13.2
,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-624,2011-04-04 10:12:00,2.55,12755.0,Japan,-1591.2
,22302,COFFEE MUG PEARS  DESIGN,-6,2011-04-04 11:22:00,2.55,14711.0,United Kingdom,-15.3
,22303,COFFEE MUG APPLES DESIGN,-6,2011-04-04 11:22:00,2.55,14711.0,United Kingdom,-15.3
,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,-16,2011-04-04 12:28:00,0.65,15223.0,United Kingdom,-10.4
,22960,JAM MAKING SET WITH JARS,-6,2011-04-04 12:28:00,4.25,15223.0,United Kingdom,-25.5
,22722,SET OF 6 SPICE TINS PANTRY DESIGN,-4,2011-04-04 12:28:00,3.95,15223.0,United Kingdom,-15.8
,22666,RECIPE BOX PANTRY YELLOW DESIGN,-6,2011-04-04 12:28:00,2.95,15223.0,United Kingdom,-17.7
,22654,DELUXE SEWING KIT ,-6,2011-04-04 12:28:00,5.95,15223.0,United Kingdom,-35.7
,22423,REGENCY CAKESTAND 3 TIER,-8,2011-04-04 12:28:00,12.75,15223.0,United Kingdom,-102.0
,22178,VICTORIAN GLASS HANGING T-LIGHT,-12,2011-04-04 12:28:00,1.25,15223.0,United Kingdom,-15.0
,22149,FELTCRAFT 6 FLOWER FRIENDS,-6,2011-04-04 12:28:00,2.1,15223.0,United Kingdom,-12.6
,21937,STRAWBERRY   PICNIC BAG,-5,2011-04-04 12:28:00,2.95,15223.0,United Kingdom,-14.75
,21931,JUMBO STORAGE BAG SUKI,-10,2011-04-04 12:28:00,2.08,15223.0,United Kingdom,-20.8
,21212,PACK OF 72 RETROSPOT CAKE CASES,-24,2011-04-04 12:28:00,0.55,15223.0,United Kingdom,-13.2
,21172,PARTY METAL SIGN ,-12,2011-04-04 12:28:00,1.45,15223.0,United Kingdom,-17.4
,M,Manual,-1,2011-04-04 13:08:00,162.6,12744.0,Singapore,-162.6
,M,Manual,-1,2011-04-04 13:08:00,2382.92,12744.0,Singapore,-2382.92
,M,Manual,-1,2011-04-04 13:08:00,239.3,12744.0,Singapore,-239.3
,M,Manual,-1,2011-04-04 13:08:00,1252.95,12744.0,Singapore,-1252.95
,M,Manual,-1,2011-04-04 13:09:00,2053.07,12744.0,Singapore,-2053.07
,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2011-04-04 13:14:00,5.95,15311.0,United Kingdom,-5.95
,21313,GLASS HEART T-LIGHT HOLDER ,-1,2011-04-04 13:14:00,0.64,15311.0,United Kingdom,-0.64
,21314,SMALL GLASS HEART TRINKET POT,-10,2011-04-04 13:14:00,1.85,15311.0,United Kingdom,-18.5
,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2011-04-04 13:28:00,5.95,15311.0,United Kingdom,-5.95
,21314,SMALL GLASS HEART TRINKET POT,-10,2011-04-04 13:28:00,1.85,15311.0,United Kingdom,-18.5
,21313,GLASS HEART T-LIGHT HOLDER ,-1,2011-04-04 13:28:00,0.64,15311.0,United Kingdom,-0.64
,20681,PINK POLKADOT CHILDRENS UMBRELLA,-1,2011-04-04 14:09:00,3.25,14606.0,United Kingdom,-3.25
,22311,OFFICE MUG WARMER BLACK+SILVER ,-1,2011-04-04 14:09:00,2.95,14606.0,United Kingdom,-2.95
548886,85118,,-6,2011-04-04 15:23:00,0.0,,United Kingdom,-0.0
548887,35824B,,-8,2011-04-04 15:24:00,0.0,,United Kingdom,-0.0
548888,84726,,-14,2011-04-04 15:25:00,0.0,,United Kingdom,-0.0
548889,84875A,,-17,2011-04-04 15:26:00,0.0,,United Kingdom,-0.0
548890,84876C,,-19,2011-04-04 15:26:00,0.0,,United Kingdom,-0.0
,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-04-04 15:34:00,3.75,13418.0,United Kingdom,-3.75
548897,47570B,,-70,2011-04-04 16:22:00,0.0,,United Kingdom,-0.0
,85131A,BEADED PEARL HEART WHITE ON STICK,-6,2011-04-05 08:24:00,1.25,13636.0,United Kingdom,-7.5
,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,-1,2011-04-05 08:25:00,4.25,18108.0,United Kingdom,-4.25
,21314,SMALL GLASS HEART TRINKET POT,-1,2011-04-05 08:25:00,2.1,18108.0,United Kingdom,-2.1
,M,Manual,-1,2011-04-05 09:46:00,1136.3,12669.0,France,-1136.3
,22993,SET OF 4 PANTRY JELLY MOULDS,-12,2011-04-05 09:53:00,1.25,12668.0,Germany,-15.0
,22329,ROUND CONTAINER SET OF 5 RETROSPOT,-12,2011-04-05 09:53:00,1.65,12668.0,Germany,-19.8
,85178,VICTORIAN SEWING KIT,-48,2011-04-05 10:32:00,1.25,15061.0,United Kingdom,-60.0
,22152,PLACE SETTING WHITE STAR,-1,2011-04-05 10:45:00,0.42,14546.0,United Kingdom,-0.42
,21143,ANTIQUE GLASS HEART DECORATION ,-1,2011-04-05 10:45:00,1.95,14546.0,United Kingdom,-1.95
,21314,SMALL GLASS HEART TRINKET POT,-1,2011-04-05 10:45:00,2.1,14546.0,United Kingdom,-2.1
,22158,3 HEARTS HANGING DECORATION RUSTIC,-1,2011-04-05 10:45:00,2.95,14546.0,United Kingdom,-2.95
,22180,RETROSPOT LAMP,-1,2011-04-05 10:45:00,9.95,14546.0,United Kingdom,-9.95
,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-6,2011-04-05 11:42:00,2.95,15674.0,United Kingdom,-17.7
,84832,ZINC WILLIE WINKIE  CANDLE STICK,-12,2011-04-05 11:42:00,0.85,15674.0,United Kingdom,-10.2
,84817,DANISH ROSE DECORATIVE PLATE,-6,2011-04-05 11:42:00,2.1,15674.0,United Kingdom,-12.6
,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,-4,2011-04-05 11:42:00,3.75,15674.0,United Kingdom,-15.0
,84279B,CHERRY BLOSSOM DECORATIVE FLASK,-4,2011-04-05 11:42:00,3.75,15674.0,United Kingdom,-15.0
,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,-48,2011-04-05 11:42:00,0.29,15674.0,United Kingdom,-13.92
,47566,PARTY BUNTING,-8,2011-04-05 11:42:00,4.95,15674.0,United Kingdom,-39.6
,22784,LANTERN CREAM GAZEBO ,-3,2011-04-05 11:42:00,4.95,15674.0,United Kingdom,-14.85
,22698,PINK REGENCY TEACUP AND SAUCER,-6,2011-04-05 11:42:00,2.95,15674.0,United Kingdom,-17.7
,22502,PICNIC BASKET WICKER SMALL,-4,2011-04-05 11:42:00,5.95,15674.0,United Kingdom,-23.8
,22457,NATURAL SLATE HEART CHALKBOARD ,-6,2011-04-05 11:42:00,2.95,15674.0,United Kingdom,-17.7
,22423,REGENCY CAKESTAND 3 TIER,-3,2011-04-05 11:42:00,12.75,15674.0,United Kingdom,-38.25
,22386,JUMBO BAG PINK POLKADOT,-10,2011-04-05 11:42:00,1.95,15674.0,United Kingdom,-19.5
,22385,JUMBO BAG SPACEBOY DESIGN,-10,2011-04-05 11:42:00,1.95,15674.0,United Kingdom,-19.5
,22197,SMALL POPCORN HOLDER,-12,2011-04-05 11:42:00,0.85,15674.0,United Kingdom,-10.2
,21977,PACK OF 60 PINK PAISLEY CAKE CASES,-24,2011-04-05 11:42:00,0.55,15674.0,United Kingdom,-13.2
,21974,SET OF 36 PAISLEY FLOWER DOILIES,-12,2011-04-05 11:42:00,1.45,15674.0,United Kingdom,-17.4
,21929,JUMBO BAG PINK VINTAGE PAISLEY,-10,2011-04-05 11:42:00,1.95,15674.0,United Kingdom,-19.5
,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,-10,2011-04-05 11:42:00,1.95,15674.0,United Kingdom,-19.5
,84766,SILVER ROCOCO CANDLE STICK,-2,2011-04-05 11:50:00,5.95,17725.0,United Kingdom,-11.9
,85159B,"WHITE TEA,COFFEE,SUGAR JARS",-7,2011-04-05 11:50:00,1.95,17725.0,United Kingdom,-13.65
,85159A,"BLACK TEA,COFFEE,SUGAR JARS",-7,2011-04-05 11:50:00,1.95,17725.0,United Kingdom,-13.65
548980,22114,,-194,2011-04-05 12:21:00,0.0,,United Kingdom,-0.0
,84816,DANISH ROSE BEDSIDE CABINET,-1,2011-04-05 12:27:00,39.95,15018.0,United Kingdom,-39.95
548986,21210,,-177,2011-04-05 12:46:00,0.0,,United Kingdom,-0.0
548989,72799F,,-46,2011-04-05 13:19:00,0.0,,United Kingdom,-0.0
,21155,RED RETROSPOT PEG BAG,-1,2011-04-05 14:08:00,2.55,17841.0,United Kingdom,-2.55
,71053,WHITE METAL LANTERN,-1,2011-04-05 14:08:00,3.75,17841.0,United Kingdom,-3.75
,47594B,SCOTTIES DESIGN WASHBAG,-1,2011-04-05 14:08:00,1.95,17841.0,United Kingdom,-1.95
,22788,BROCANTE COAT RACK,-2,2011-04-05 14:08:00,9.95,17841.0,United Kingdom,-19.9
,22356,CHARLOTTE BAG PINK POLKADOT,-1,2011-04-05 14:08:00,0.85,17841.0,United Kingdom,-0.85
548999,84743C,damages,-26,2011-04-05 14:34:00,0.0,,United Kingdom,-0.0
549000,35972,,-45,2011-04-05 14:35:00,0.0,,United Kingdom,-0.0
549001,84845D,,-5,2011-04-05 14:35:00,0.0,,United Kingdom,-0.0
549004,21274,,-3,2011-04-05 14:37:00,0.0,,United Kingdom,-0.0
549005,16020C,,-5,2011-04-05 14:37:00,0.0,,United Kingdom,-0.0
549006,84508B,,-23,2011-04-05 14:38:00,0.0,,United Kingdom,-0.0
549008,21281,,-31,2011-04-05 14:38:00,0.0,,United Kingdom,-0.0
549009,21474,,-8,2011-04-05 14:39:00,0.0,,United Kingdom,-0.0
549010,21684,,-62,2011-04-05 14:39:00,0.0,,United Kingdom,-0.0
549011,62096B,,-8,2011-04-05 14:41:00,0.0,,United Kingdom,-0.0
,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-04-05 14:52:00,3.75,15648.0,United Kingdom,-3.75
,22236,CAKE STAND 3 TIER MAGIC GARDEN,-1,2011-04-05 15:22:00,12.75,12474.0,Germany,-12.75
,22467,GUMBALL COAT RACK,-1,2011-04-05 15:22:00,2.55,12474.0,Germany,-2.55
,22258,FELT FARM ANIMAL RABBIT,-1,2011-04-05 15:22:00,1.25,12474.0,Germany,-1.25
,22233,JIGSAW RABBIT AND BIRDHOUSE,-2,2011-04-05 15:22:00,1.65,12474.0,Germany,-3.3
,22230,JIGSAW TREE WITH WATERING CAN,-2,2011-04-05 15:22:00,0.85,12474.0,Germany,-1.7
549028,84569A,,-18,2011-04-05 17:02:00,0.0,,United Kingdom,-0.0
549029,84569B,,-17,2011-04-05 17:03:00,0.0,,United Kingdom,-0.0
549030,84520B,,-61,2011-04-05 17:03:00,0.0,,United Kingdom,-0.0
549031,10134,,-19,2011-04-05 17:04:00,0.0,,United Kingdom,-0.0
549032,20778,,-6,2011-04-05 17:06:00,0.0,,United Kingdom,-0.0
549033,16254,,-5,2011-04-05 17:08:00,0.0,,United Kingdom,-0.0
549035,72051S,,-15,2011-04-05 17:09:00,0.0,,United Kingdom,-0.0
549036,84993B,,-54,2011-04-05 17:09:00,0.0,,United Kingdom,-0.0
549037,84569C,,-37,2011-04-05 17:09:00,0.0,,United Kingdom,-0.0
549038,84569D,,-70,2011-04-05 17:10:00,0.0,,United Kingdom,-0.0
,22727,ALARM CLOCK BAKELIKE RED ,-2,2011-04-05 17:16:00,3.75,17675.0,United Kingdom,-7.5
,22558,CLOTHES PEGS RETROSPOT PACK 24 ,-1,2011-04-05 17:22:00,1.65,17644.0,United Kingdom,-1.65
,21156,RETROSPOT CHILDRENS APRON,-8,2011-04-05 17:22:00,1.95,17644.0,United Kingdom,-15.6
,21039,RED RETROSPOT SHOPPING BAG,-6,2011-04-05 17:22:00,2.55,17644.0,United Kingdom,-15.3
549042,21681,,-2,2011-04-05 17:24:00,0.0,,United Kingdom,-0.0
549043,84990,,-24,2011-04-05 17:26:00,0.0,,United Kingdom,-0.0
,22424,ENAMEL BREAD BIN CREAM,-1,2011-04-06 09:25:00,12.75,14407.0,United Kingdom,-12.75
,22087,PAPER BUNTING WHITE LACE,-1,2011-04-06 10:15:00,2.55,17677.0,United Kingdom,-2.55
,15056BL,EDWARDIAN PARASOL BLACK,-2,2011-04-06 10:17:00,5.95,13767.0,United Kingdom,-11.9
,21314,SMALL GLASS HEART TRINKET POT,-3,2011-04-06 10:17:00,2.1,13767.0,United Kingdom,-6.3
,22797,CHEST OF DRAWERS GINGHAM HEART ,-2,2011-04-06 10:17:00,16.95,14747.0,United Kingdom,-33.9
,21399,BLUE POLKADOT COFFEE MUG,-14,2011-04-06 11:06:00,0.39,12481.0,Germany,-5.46
549132,20756,,-70,2011-04-06 15:22:00,0.0,,United Kingdom,-0.0
549133,20759,,-52,2011-04-06 15:22:00,0.0,,United Kingdom,-0.0
549134,20758,,-54,2011-04-06 15:22:00,0.0,,United Kingdom,-0.0
549136,21414,,-3,2011-04-06 15:23:00,0.0,,United Kingdom,-0.0
549137,84459B,,-7,2011-04-06 15:24:00,0.0,,United Kingdom,-0.0
549139,22988,,-91,2011-04-06 15:26:00,0.0,,United Kingdom,-0.0
549142,35650,,-24,2011-04-06 15:26:00,0.0,,United Kingdom,-0.0
549143,84597C,,-17,2011-04-06 15:27:00,0.0,,United Kingdom,-0.0
549144,21416,,-14,2011-04-06 15:28:00,0.0,,United Kingdom,-0.0
549146,85017A,,-10,2011-04-06 15:29:00,0.0,,United Kingdom,-0.0
549147,20773,,-4,2011-04-06 15:30:00,0.0,,United Kingdom,-0.0
549149,35649,,-43,2011-04-06 15:31:00,0.0,,United Kingdom,-0.0
549150,79336,,-47,2011-04-06 15:32:00,0.0,,United Kingdom,-0.0
549156,17013D,,-9,2011-04-06 17:11:00,0.0,,United Kingdom,-0.0
549157,21511,,-9,2011-04-06 17:13:00,0.0,,United Kingdom,-0.0
549158,21910,,-1,2011-04-06 17:13:00,0.0,,United Kingdom,-0.0
549159,22052,,-25,2011-04-06 17:14:00,0.0,,United Kingdom,-0.0
549160,81953P,,-7,2011-04-06 17:15:00,0.0,,United Kingdom,-0.0
549161,21518,,-31,2011-04-06 17:15:00,0.0,,United Kingdom,-0.0
,22960,JAM MAKING SET WITH JARS,-1,2011-04-06 17:16:00,4.25,17438.0,United Kingdom,-4.25
,21844,RED RETROSPOT MUG,-2,2011-04-06 17:16:00,2.95,17438.0,United Kingdom,-5.9
549164,16169P,,-75,2011-04-06 17:20:00,0.0,,United Kingdom,-0.0
549165,35815P,,-63,2011-04-06 17:20:00,0.0,,United Kingdom,-0.0
549167,84846A,,-8,2011-04-06 17:24:00,0.0,,United Kingdom,-0.0
549168,21161,,-10,2011-04-06 17:24:00,0.0,,United Kingdom,-0.0
549170,82545A,,-4,2011-04-06 17:25:00,0.0,,United Kingdom,-0.0
549171,84251F,,-2,2011-04-06 17:26:00,0.0,,United Kingdom,-0.0
549172,21637,,-139,2011-04-06 17:27:00,0.0,,United Kingdom,-0.0
549173,84218,,-2,2011-04-06 17:28:00,0.0,,United Kingdom,-0.0
549174,21160,,-7,2011-04-06 17:30:00,0.0,,United Kingdom,-0.0
549175,21171,,-30,2011-04-06 17:30:00,0.0,,United Kingdom,-0.0
549176,35603B,,-12,2011-04-06 17:31:00,0.0,,United Kingdom,-0.0
549178,47502,,-19,2011-04-06 17:33:00,0.0,,United Kingdom,-0.0
549179,84007,,-3,2011-04-06 17:34:00,0.0,,United Kingdom,-0.0
549180,84522,,-30,2011-04-06 17:34:00,0.0,,United Kingdom,-0.0
,POST,POSTAGE,-1,2011-04-07 09:28:00,40.0,12428.0,Finland,-40.0
,37342,POLKADOT COFFEE CUP & SAUCER PINK,-27,2011-04-07 09:28:00,0.79,12428.0,Finland,-21.33
,21394,RED POLKADOT BEAKER ,-2,2011-04-07 09:28:00,0.39,12428.0,Finland,-0.78
,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-40,2011-04-07 10:15:00,2.55,16422.0,United Kingdom,-102.0
,22178,VICTORIAN GLASS HANGING T-LIGHT,-12,2011-04-07 10:59:00,1.25,12949.0,United Kingdom,-15.0
549244,79331,,-3,2011-04-07 11:53:00,0.0,,United Kingdom,-0.0
,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,-3,2011-04-07 12:18:00,2.55,16584.0,United Kingdom,-7.65
,22666,RECIPE BOX PANTRY YELLOW DESIGN,-3,2011-04-07 12:18:00,2.55,16584.0,United Kingdom,-7.65
,22667,RECIPE BOX RETROSPOT ,-5,2011-04-07 12:18:00,2.55,16584.0,United Kingdom,-12.75
,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-04-07 12:20:00,3.75,12408.0,Belgium,-3.75
,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-1,2011-04-07 12:20:00,3.75,12408.0,Belgium,-3.75
,20712,JUMBO BAG WOODLAND ANIMALS,-1,2011-04-07 12:20:00,2.08,12408.0,Belgium,-2.08
,22466,FAIRY TALE COTTAGE NIGHTLIGHT,-1,2011-04-07 12:20:00,1.95,12408.0,Belgium,-1.95
,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-1,2011-04-07 12:20:00,2.95,12408.0,Belgium,-2.95
,82494L,WOODEN FRAME ANTIQUE WHITE ,-1,2011-04-07 12:21:00,2.95,13769.0,United Kingdom,-2.95
549264,21337,,-21,2011-04-07 12:45:00,0.0,,United Kingdom,-0.0
549266,84593,,-5,2011-04-07 12:45:00,0.0,,United Kingdom,-0.0
,22364,GLASS JAR DIGESTIVE BISCUITS,-3,2011-04-07 12:45:00,2.95,16245.0,United Kingdom,-8.85
549267,46037A,,-5,2011-04-07 12:46:00,0.0,,United Kingdom,-0.0
549268,84856S,,-7,2011-04-07 12:47:00,0.0,,United Kingdom,-0.0
,75049L,LARGE CIRCULAR MIRROR MOBILE,-9,2011-04-07 12:47:00,0.85,16701.0,United Kingdom,-7.65
,21539,RED RETROSPOT BUTTER DISH,-5,2011-04-07 12:47:00,4.25,16701.0,United Kingdom,-21.25
549270,84856L,,-27,2011-04-07 12:48:00,0.0,,United Kingdom,-0.0
549271,62096B,,-2,2011-04-07 12:48:00,0.0,,United Kingdom,-0.0
,22788,BROCANTE COAT RACK,-1,2011-04-07 18:06:00,9.95,14527.0,United Kingdom,-9.95
,22469,HEART OF WICKER SMALL,-1,2011-04-07 18:06:00,1.65,14527.0,United Kingdom,-1.65
,37449,CERAMIC CAKE STAND + HANGING CAKES,-1,2011-04-07 18:10:00,9.95,14395.0,United Kingdom,-9.95
,21876,POTTERING MUG,-3,2011-04-08 09:51:00,1.25,12949.0,United Kingdom,-3.75
,21868,POTTING SHED TEA MUG,-2,2011-04-08 09:51:00,1.25,12949.0,United Kingdom,-2.5
,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2011-04-08 09:51:00,2.95,12949.0,United Kingdom,-2.95
549326,21738,,-5,2011-04-08 10:45:00,0.0,,United Kingdom,-0.0
549328,51008,,-110,2011-04-08 10:49:00,0.0,,United Kingdom,-0.0
549329,84989A,,-1,2011-04-08 10:49:00,0.0,,United Kingdom,-0.0
549330,84251J,,-28,2011-04-08 10:53:00,0.0,,United Kingdom,-0.0
549331,40018F,,-22,2011-04-08 10:54:00,0.0,,United Kingdom,-0.0
549332,84864A,,-2,2011-04-08 10:55:00,0.0,,United Kingdom,-0.0
549340,20774,,-11,2011-04-08 11:02:00,0.0,,United Kingdom,-0.0
549342,35818B,,-53,2011-04-08 11:06:00,0.0,,United Kingdom,-0.0
549343,72815,,-3,2011-04-08 11:07:00,0.0,,United Kingdom,-0.0
549344,21825,,-14,2011-04-08 11:08:00,0.0,,United Kingdom,-0.0
549346,22033,,-50,2011-04-08 11:10:00,0.0,,United Kingdom,-0.0
549348,84251B,,-60,2011-04-08 11:13:00,0.0,,United Kingdom,-0.0
549349,10123G,,-38,2011-04-08 11:13:00,0.0,,United Kingdom,-0.0
549350,84597B,,-13,2011-04-08 11:14:00,0.0,,United Kingdom,-0.0
549351,85006,,-21,2011-04-08 11:14:00,0.0,,United Kingdom,-0.0
549355,84899F,,-5,2011-04-08 11:21:00,0.0,,United Kingdom,-0.0
549371,84921,,-17,2011-04-08 11:27:00,0.0,,United Kingdom,-0.0
549373,85008,,-2,2011-04-08 11:28:00,0.0,,United Kingdom,-0.0
549374,20775,,-29,2011-04-08 11:29:00,0.0,,United Kingdom,-0.0
549375,20863,,-6,2011-04-08 11:29:00,0.0,,United Kingdom,-0.0
549426,22078,,-201,2011-04-08 11:55:00,0.0,,United Kingdom,-0.0
549427,22797,damages,-12,2011-04-08 11:56:00,0.0,,United Kingdom,-0.0
,84750A,PINK SMALL GLASS CAKE STAND,-3,2011-04-08 12:09:00,1.95,13846.0,United Kingdom,-5.85
,22333,RETROSPOT PARTY BAG + STICKER SET,-1,2011-04-08 12:09:00,1.65,13846.0,United Kingdom,-1.65
,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,2011-04-08 12:09:00,9.95,13846.0,United Kingdom,-9.95
,22617,BAKING SET SPACEBOY DESIGN,-1,2011-04-08 12:37:00,4.95,13005.0,United Kingdom,-4.95
,22635,CHILDS BREAKFAST SET DOLLY GIRL ,-2,2011-04-08 12:37:00,9.95,13005.0,United Kingdom,-19.9
,22634,CHILDS BREAKFAST SET SPACEBOY ,-2,2011-04-08 12:37:00,9.95,13005.0,United Kingdom,-19.9
,23183,MOTHER'S KITCHEN SPOON REST ,-1,2011-04-08 12:39:00,3.75,12471.0,Germany,-3.75
,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,-2,2011-04-08 12:39:00,0.83,12471.0,Germany,-1.66
,22637,PIGGY BANK RETROSPOT ,-4,2011-04-08 14:13:00,2.55,13089.0,United Kingdom,-10.2
,D,Discount,-1,2011-04-08 14:17:00,1867.86,17940.0,United Kingdom,-1867.86
549455,84858C,,-10,2011-04-08 14:18:00,0.0,,United Kingdom,-0.0
549456,47341A,,-6,2011-04-08 14:19:00,0.0,,United Kingdom,-0.0
549457,47344B,,-16,2011-04-08 14:19:00,0.0,,United Kingdom,-0.0
549458,62097B,,-6,2011-04-08 14:19:00,0.0,,United Kingdom,-0.0
549460,20716,,-82,2011-04-08 14:20:00,0.0,,United Kingdom,-0.0
549461,20731,,-16,2011-04-08 14:20:00,0.0,,United Kingdom,-0.0
549462,84910A,,-16,2011-04-08 14:21:00,0.0,,United Kingdom,-0.0
549463,84919,,-17,2011-04-08 14:21:00,0.0,,United Kingdom,-0.0
549464,20701,,-6,2011-04-08 14:21:00,0.0,,United Kingdom,-0.0
549465,84415B,,-5,2011-04-08 14:22:00,0.0,,United Kingdom,-0.0
549466,20816,,-11,2011-04-08 14:22:00,0.0,,United Kingdom,-0.0
549470,46775D,,-8,2011-04-08 14:28:00,0.0,,United Kingdom,-0.0
549506,22415,,-31,2011-04-08 15:07:00,0.0,,United Kingdom,-0.0
549510,84559B,,-158,2011-04-08 15:08:00,0.0,,United Kingdom,-0.0
549514,20820,,-3,2011-04-08 15:09:00,0.0,,United Kingdom,-0.0
549527,21620,mystery! Only ever imported 1800,-1479,2011-04-08 16:03:00,0.0,,United Kingdom,-0.0
549528,21422,,-55,2011-04-08 16:44:00,0.0,,United Kingdom,-0.0
549529,21830,"MERCHANT CHANDLER CREDIT ERROR, STO",-576,2011-04-08 16:56:00,0.0,,United Kingdom,-0.0
,22998,TRAVEL CARD WALLET KEEP CALM,-1,2011-04-08 17:03:00,0.42,13863.0,United Kingdom,-0.42
,22231,JIGSAW TREE WITH BIRDHOUSE,-4,2011-04-08 17:03:00,1.45,13863.0,United Kingdom,-5.8
549531,21622,POSSIBLE DAMAGES OR LOST?,-750,2011-04-08 17:05:00,0.0,,United Kingdom,-0.0
,POST,POSTAGE,-1,2011-04-08 17:07:00,7.06,16217.0,United Kingdom,-7.06
,22628,PICNIC BOXES SET OF 3 RETROSPOT ,-3,2011-04-08 17:08:00,4.95,12408.0,Belgium,-14.85
,22468,BABUSHKA LIGHTS STRING OF 10,-2,2011-04-08 17:14:00,6.75,14110.0,United Kingdom,-13.5
,22443,GROW YOUR OWN HERBS SET OF 3,-1,2011-04-10 10:12:00,7.95,17114.0,United Kingdom,-7.95
,22442,GROW YOUR OWN FLOWERS SET OF 3,-1,2011-04-10 10:12:00,7.95,17114.0,United Kingdom,-7.95
,21035,SET/2 RED RETROSPOT TEA TOWELS ,-100,2011-04-10 11:15:00,2.75,15311.0,United Kingdom,-275.0
,21125,SET 6 FOOTBALL CELEBRATION CANDLES,-1,2011-04-10 11:19:00,1.25,18118.0,United Kingdom,-1.25
,22656,VINTAGE BLUE KITCHEN CABINET,-1,2011-04-10 11:37:00,125.0,16359.0,United Kingdom,-125.0
,22655,VINTAGE RED KITCHEN CABINET,-1,2011-04-10 11:37:00,125.0,16359.0,United Kingdom,-125.0
,22841,ROUND CAKE TIN VINTAGE GREEN,-1,2011-04-10 14:26:00,7.95,13610.0,United Kingdom,-7.95
,22968,ROSE COTTAGE KEEPSAKE BOX ,-3,2011-04-11 09:35:00,9.95,13501.0,Switzerland,-29.85
,22423,REGENCY CAKESTAND 3 TIER,-3,2011-04-11 09:45:00,12.75,12656.0,France,-38.25
,21470,FLOWER VINE RAFFIA FOOD COVER,-1,2011-04-11 12:17:00,3.75,13113.0,United Kingdom,-3.75
,21471,STRAWBERRY RAFFIA FOOD COVER,-1,2011-04-11 12:17:00,3.75,13113.0,United Kingdom,-3.75
,22176,BLUE OWL SOFT TOY,-1,2011-04-11 12:17:00,2.95,13113.0,United Kingdom,-2.95
,21166,COOK WITH WINE METAL SIGN ,-1,2011-04-11 12:17:00,2.08,13113.0,United Kingdom,-2.08
,21530,DAIRY MAID TOASTRACK,-2,2011-04-11 12:17:00,0.79,13113.0,United Kingdom,-1.58
,22469,HEART OF WICKER SMALL,-1,2011-04-11 12:17:00,1.65,13113.0,United Kingdom,-1.65
,22470,HEART OF WICKER LARGE,-1,2011-04-11 12:17:00,2.55,13113.0,United Kingdom,-2.55
,22059,CERAMIC STRAWBERRY DESIGN MUG,-1,2011-04-11 12:17:00,1.49,13113.0,United Kingdom,-1.49
,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,-1,2011-04-11 12:17:00,2.95,13113.0,United Kingdom,-2.95
,22423,REGENCY CAKESTAND 3 TIER,-1,2011-04-11 12:17:00,10.95,13113.0,United Kingdom,-10.95
,22960,JAM MAKING SET WITH JARS,-1,2011-04-11 12:17:00,4.25,13113.0,United Kingdom,-4.25
,37448,CERAMIC CAKE DESIGN SPOTTED MUG,-1,2011-04-11 12:17:00,1.49,13113.0,United Kingdom,-1.49
,22284,HEN HOUSE DECORATION,-1,2011-04-11 12:17:00,1.65,13113.0,United Kingdom,-1.65
,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,-1,2011-04-11 12:17:00,1.49,13113.0,United Kingdom,-1.49
,84839,SWEETHEART KEY CABINET,-1,2011-04-11 12:17:00,5.55,13113.0,United Kingdom,-5.55
,85064,CREAM SWEETHEART LETTER RACK,-1,2011-04-11 12:17:00,4.65,13113.0,United Kingdom,-4.65
