InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,revenue
548382,84898F,,-2,2011-03-30 16:46:00,0.0,,United Kingdom,-0.0
548385,22168,,-19,2011-03-30 16:47:00,0.0,,United Kingdom,-0.0
548394,82494L,cracked,-39,2011-03-30 17:18:00,0.0,,United Kingdom,-0.0
548395,22194,,-9,2011-03-30 17:20:00,0.0,,United Kingdom,-0.0
548396,22719,sold as 22467,-25,2011-03-30 17:21:00,0.0,,United Kingdom,-0.0
548397,21195,,-30,2011-03-30 17:23:00,0.0,,United Kingdom,-0.0
548398,22482,,-66,2011-03-30 17:24:00,0.0,,United Kingdom,-0.0
548402,21040,,-5,2011-03-31 09:26:00,0.0,,United Kingdom,-0.0
548536,90010B,,-50,2011-03-31 17:34:00,0.0,,United Kingdom,-0.0
548537,90173,,-28,2011-03-31 17:35:00,0.0,,United Kingdom,-0.0
548540,90035A,,-9,2011-03-31 17:51:00,0.0,,United Kingdom,-0.0
548615,16010,,-7,2011-04-01 11:47:00,0.0,,United Kingdom,-0.0
548620,84313B,Damaged,-32,2011-04-01 11:53:00,0.0,,United Kingdom,-0.0
548646,21472,,-140,2011-04-01 13:15:00,0.0,,United Kingdom,-0.0
548662,82494L,,-180,2011-04-01 14:31:00,0.0,,United Kingdom,-0.0
548675,85185D,,-2,2011-04-01 16:39:00,0.0,,United Kingdom,-0.0
548676,72800F,,-5,2011-04-01 16:40:00,0.0,,United Kingdom,-0.0
548677,72781,,-30,2011-04-01 16:40:00,0.0,,United Kingdom,-0.0
548678,35015,,-9,2011-04-01 16:41:00,0.0,,United Kingdom,-0.0
548679,72793,,-3,2011-04-01 16:42:00,0.0,,United Kingdom,-0.0
548680,72800D,,-18,2011-04-01 16:43:00,0.0,,United Kingdom,-0.0
548682,72789,,-2,2011-04-01 16:44:00,0.0,,United Kingdom,-0.0
548684,72798C,,-2,2011-04-01 16:46:00,0.0,,United Kingdom,-0.0
548685,85018B,,-2,2011-04-01 16:47:00,0.0,,United Kingdom,-0.0
548693,22720,,-60,2011-04-01 17:25:00,0.0,,United Kingdom,-0.0
548886,85118,,-6,2011-04-04 15:23:00,0.0,,United Kingdom,-0.0
548887,35824B,,-8,2011-04-04 15:24:00,0.0,,United Kingdom,-0.0
548888,84726,,-14,2011-04-04 15:25:00,0.0,,United Kingdom,-0.0
548889,84875A,,-17,2011-04-04 15:26:00,0.0,,United Kingdom,-0.0
548890,84876C,,-19,2011-04-04 15:26:00,0.0,,United Kingdom,-0.0
548897,47570B,,-70,2011-04-04 16:22:00,0.0,,United Kingdom,-0.0
548980,22114,,-194,2011-04-05 12:21:00,0.0,,United Kingdom,-0.0
548986,21210,,-177,2011-04-05 12:46:00,0.0,,United Kingdom,-0.0
548989,72799F,,-46,2011-04-05 13:19:00,0.0,,United Kingdom,-0.0
548999,84743C,damages,-26,2011-04-05 14:34:00,0.0,,United Kingdom,-0.0
549000,35972,,-45,2011-04-05 14:35:00,0.0,,United Kingdom,-0.0
549001,84845D,,-5,2011-04-05 14:35:00,0.0,,United Kingdom,-0.0
549004,21274,,-3,2011-04-05 14:37:00,0.0,,United Kingdom,-0.0
549005,16020C,,-5,2011-04-05 14:37:00,0.0,,United Kingdom,-0.0
549006,84508B,,-23,2011-04-05 14:38:00,0.0,,United Kingdom,-0.0
549008,21281,,-31,2011-04-05 14:38:00,0.0,,United Kingdom,-0.0
549009,21474,,-8,2011-04-05 14:39:00,0.0,,United Kingdom,-0.0
549010,21684,,-62,2011-04-05 14:39:00,0.0,,United Kingdom,-0.0
549011,62096B,,-8,2011-04-05 14:41:00,0.0,,United Kingdom,-0.0
549028,84569A,,-18,2011-04-05 17:02:00,0.0,,United Kingdom,-0.0
549029,84569B,,-17,2011-04-05 17:03:00,0.0,,United Kingdom,-0.0
549030,84520B,,-61,2011-04-05 17:03:00,0.0,,United Kingdom,-0.0
549031,10134,,-19,2011-04-05 17:04:00,0.0,,United Kingdom,-0.0
549032,20778,,-6,2011-04-05 17:06:00,0.0,,United Kingdom,-0.0
549033,16254,,-5,2011-04-05 17:08:00,0.0,,United Kingdom,-0.0
549035,72051S,,-15,2011-04-05 17:09:00,0.0,,United Kingdom,-0.0
549036,84993B,,-54,2011-04-05 17:09:00,0.0,,United Kingdom,-0.0
549037,84569C,,-37,2011-04-05 17:09:00,0.0,,United Kingdom,-0.0
549038,84569D,,-70,2011-04-05 17:10:00,0.0,,United Kingdom,-0.0
549042,21681,,-2,2011-04-05 17:24:00,0.0,,United Kingdom,-0.0
549043,84990,,-24,2011-04-05 17:26:00,0.0,,United Kingdom,-0.0
549132,20756,,-70,2011-04-06 15:22:00,0.0,,United Kingdom,-0.0
549133,20759,,-52,2011-04-06 15:22:00,0.0,,United Kingdom,-0.0
549134,20758,,-54,2011-04-06 15:22:00,0.0,,United Kingdom,-0.0
549136,21414,,-3,2011-04-06 15:23:00,0.0,,United Kingdom,-0.0
549137,84459B,,-7,2011-04-06 15:24:00,0.0,,United Kingdom,-0.0
549139,22988,,-91,2011-04-06 15:26:00,0.0,,United Kingdom,-0.0
549142,35650,,-24,2011-04-06 15:26:00,0.0,,United Kingdom,-0.0
549143,84597C,,-17,2011-04-06 15:27:00,0.0,,United Kingdom,-0.0
549144,21416,,-14,2011-04-06 15:28:00,0.0,,United Kingdom,-0.0
549146,85017A,,-10,2011-04-06 15:29:00,0.0,,United Kingdom,-0.0
549147,20773,,-4,2011-04-06 15:30:00,0.0,,United Kingdom,-0.0
549149,35649,,-43,2011-04-06 15:31:00,0.0,,United Kingdom,-0.0
549150,79336,,-47,2011-04-06 15:32:00,0.0,,United Kingdom,-0.0
549156,17013D,,-9,2011-04-06 17:11:00,0.0,,United Kingdom,-0.0
549157,21511,,-9,2011-04-06 17:13:00,0.0,,United Kingdom,-0.0
549158,21910,,-1,2011-04-06 17:13:00,0.0,,United Kingdom,-0.0
549159,22052,,-25,2011-04-06 17:14:00,0.0,,United Kingdom,-0.0
549160,81953P,,-7,2011-04-06 17:15:00,0.0,,United Kingdom,-0.0
549161,21518,,-31,2011-04-06 17:15:00,0.0,,United Kingdom,-0.0
549164,16169P,,-75,2011-04-06 17:20:00,0.0,,United Kingdom,-0.0
549165,35815P,,-63,2011-04-06 17:20:00,0.0,,United Kingdom,-0.0
549167,84846A,,-8,2011-04-06 17:24:00,0.0,,United Kingdom,-0.0
549168,21161,,-10,2011-04-06 17:24:00,0.0,,United Kingdom,-0.0
549170,82545A,,-4,2011-04-06 17:25:00,0.0,,United Kingdom,-0.0
549171,84251F,,-2,2011-04-06 17:26:00,0.0,,United Kingdom,-0.0
549172,21637,,-139,2011-04-06 17:27:00,0.0,,United Kingdom,-0.0
549173,84218,,-2,2011-04-06 17:28:00,0.0,,United Kingdom,-0.0
549174,21160,,-7,2011-04-06 17:30:00,0.0,,United Kingdom,-0.0
549175,21171,,-30,2011-04-06 17:30:00,0.0,,United Kingdom,-0.0
549176,35603B,,-12,2011-04-06 17:31:00,0.0,,United Kingdom,-0.0
549178,47502,,-19,2011-04-06 17:33:00,0.0,,United Kingdom,-0.0
549179,84007,,-3,2011-04-06 17:34:00,0.0,,United Kingdom,-0.0
549180,84522,,-30,2011-04-06 17:34:00,0.0,,United Kingdom,-0.0
549244,79331,,-3,2011-04-07 11:53:00,0.0,,United Kingdom,-0.0
549264,21337,,-21,2011-04-07 12:45:00,0.0,,United Kingdom,-0.0
549266,84593,,-5,2011-04-07 12:45:00,0.0,,United Kingdom,-0.0
549267,46037A,,-5,2011-04-07 12:46:00,0.0,,United Kingdom,-0.0
549268,84856S,,-7,2011-04-07 12:47:00,0.0,,United Kingdom,-0.0
549270,84856L,,-27,2011-04-07 12:48:00,0.0,,United Kingdom,-0.0
549271,62096B,,-2,2011-04-07 12:48:00,0.0,,United Kingdom,-0.0
549326,21738,,-5,2011-04-08 10:45:00,0.0,,United Kingdom,-0.0
549328,51008,,-110,2011-04-08 10:49:00,0.0,,United Kingdom,-0.0
549329,84989A,,-1,2011-04-08 10:49:00,0.0,,United Kingdom,-0.0
549330,84251J,,-28,2011-04-08 10:53:00,0.0,,United Kingdom,-0.0
549331,40018F,,-22,2011-04-08 10:54:00,0.0,,United Kingdom,-0.0
549332,84864A,,-2,2011-04-08 10:55:00,0.0,,United Kingdom,-0.0
549340,20774,,-11,2011-04-08 11:02:00,0.0,,United Kingdom,-0.0
549342,35818B,,-53,2011-04-08 11:06:00,0.0,,United Kingdom,-0.0
549343,72815,,-3,2011-04-08 11:07:00,0.0,,United Kingdom,-0.0
549344,21825,,-14,2011-04-08 11:08:00,0.0,,United Kingdom,-0.0
549346,22033,,-50,2011-04-08 11:10:00,0.0,,United Kingdom,-0.0
549348,84251B,,-60,2011-04-08 11:13:00,0.0,,United Kingdom,-0.0
549349,10123G,,-38,2011-04-08 11:13:00,0.0,,United Kingdom,-0.0
549350,84597B,,-13,2011-04-08 11:14:00,0.0,,United Kingdom,-0.0
549351,85006,,-21,2011-04-08 11:14:00,0.0,,United Kingdom,-0.0
549355,84899F,,-5,2011-04-08 11:21:00,0.0,,United Kingdom,-0.0
549371,84921,,-17,2011-04-08 11:27:00,0.0,,United Kingdom,-0.0
549373,85008,,-2,2011-04-08 11:28:00,0.0,,United Kingdom,-0.0
549374,20775,,-29,2011-04-08 11:29:00,0.0,,United Kingdom,-0.0
549375,20863,,-6,2011-04-08 11:29:00,0.0,,United Kingdom,-0.0
549426,22078,,-201,2011-04-08 11:55:00,0.0,,United Kingdom,-0.0
549427,22797,damages,-12,2011-04-08 11:56:00,0.0,,United Kingdom,-0.0
549455,84858C,,-10,2011-04-08 14:18:00,0.0,,United Kingdom,-0.0
549456,47341A,,-6,2011-04-08 14:19:00,0.0,,United Kingdom,-0.0
549457,47344B,,-16,2011-04-08 14:19:00,0.0,,United Kingdom,-0.0
549458,62097B,,-6,2011-04-08 14:19:00,0.0,,United Kingdom,-0.0
549460,20716,,-82,2011-04-08 14:20:00,0.0,,United Kingdom,-0.0
549461,20731,,-16,2011-04-08 14:20:00,0.0,,United Kingdom,-0.0
549462,84910A,,-16,2011-04-08 14:21:00,0.0,,United Kingdom,-0.0
549463,84919,,-17,2011-04-08 14:21:00,0.0,,United Kingdom,-0.0
549464,20701,,-6,2011-04-08 14:21:00,0.0,,United Kingdom,-0.0
549465,84415B,,-5,2011-04-08 14:22:00,0.0,,United Kingdom,-0.0
549466,20816,,-11,2011-04-08 14:22:00,0.0,,United Kingdom,-0.0
549470,46775D,,-8,2011-04-08 14:28:00,0.0,,United Kingdom,-0.0
549506,22415,,-31,2011-04-08 15:07:00,0.0,,United Kingdom,-0.0
549510,84559B,,-158,2011-04-08 15:08:00,0.0,,United Kingdom,-0.0
549514,20820,,-3,2011-04-08 15:09:00,0.0,,United Kingdom,-0.0
549527,21620,mystery! Only ever imported 1800,-1479,2011-04-08 16:03:00,0.0,,United Kingdom,-0.0
549528,21422,,-55,2011-04-08 16:44:00,0.0,,United Kingdom,-0.0
549529,21830,"MERCHANT CHANDLER CREDIT ERROR, STO",-576,2011-04-08 16:56:00,0.0,,United Kingdom,-0.0
549531,21622,POSSIBLE DAMAGES OR LOST?,-750,2011-04-08 17:05:00,0.0,,United Kingdom,-0.0
549695,84751B,,-24,2011-04-11 13:50:00,0.0,,United Kingdom,-0.0
549846,21100,Damaged,-6,2011-04-12 14:30:00,0.0,,United Kingdom,-0.0
549848,84531A,,-34,2011-04-12 14:51:00,0.0,,United Kingdom,-0.0
549849,84531B,,-23,2011-04-12 14:51:00,0.0,,United Kingdom,-0.0
549935,35915C,damaged,-43,2011-04-13 11:16:00,0.0,,United Kingdom,-0.0
549948,37488A,damaged,-1,2011-04-13 12:55:00,0.0,,United Kingdom,-0.0
549950,37487B,Damaged,-6,2011-04-13 12:57:00,0.0,,United Kingdom,-0.0
549952,37482P,Damaged,-93,2011-04-13 13:05:00,0.0,,United Kingdom,-0.0
550133,85099F,,-1092,2011-04-14 13:49:00,0.0,,United Kingdom,-0.0
550153,85167B,DAMAGED,-1,2011-04-14 14:44:00,0.0,,United Kingdom,-0.0
550753,84763,Display,-150,2011-04-20 11:53:00,0.0,,United Kingdom,-0.0
550757,16202B,,-9,2011-04-20 12:08:00,0.0,,United Kingdom,-0.0
550758,85017A,,-8,2011-04-20 12:09:00,0.0,,United Kingdom,-0.0
550759,21087,,-7,2011-04-20 12:09:00,0.0,,United Kingdom,-0.0
550760,84750B,,-4,2011-04-20 12:09:00,0.0,,United Kingdom,-0.0
550762,85030,,-9,2011-04-20 12:10:00,0.0,,United Kingdom,-0.0
550763,84666,,-5,2011-04-20 12:11:00,0.0,,United Kingdom,-0.0
550800,22458,Missing,-65,2011-04-20 14:48:00,0.0,,United Kingdom,-0.0
550908,20827,damages,-68,2011-04-21 12:39:00,0.0,,United Kingdom,-0.0
550922,22784,damages,-25,2011-04-21 14:29:00,0.0,,United Kingdom,-0.0
550943,21316,,-5,2011-04-21 15:51:00,0.0,,United Kingdom,-0.0
550945,79329,,-2,2011-04-21 15:52:00,0.0,,United Kingdom,-0.0
550954,47013A,damaged,-2,2011-04-21 16:18:00,0.0,,United Kingdom,-0.0
550970,82599,,-11,2011-04-21 17:02:00,0.0,,United Kingdom,-0.0
551019,22467,wrong code?,-100,2011-04-26 11:19:00,0.0,,United Kingdom,-0.0
551020,22719,wrong code,-110,2011-04-26 11:19:00,0.0,,United Kingdom,-0.0
551168,85068,,-4,2011-04-26 16:06:00,0.0,,United Kingdom,-0.0
551201,16015,,-620,2011-04-27 11:33:00,0.0,,United Kingdom,-0.0
551243,51020B,adjust,-53,2011-04-27 11:49:00,0.0,,United Kingdom,-0.0
551302,48189,damaged,-18,2011-04-27 14:55:00,0.0,,United Kingdom,-0.0
551323,21398,damages,-9,2011-04-27 15:31:00,0.0,,United Kingdom,-0.0
551326,85017A,,-2,2011-04-27 15:51:00,0.0,,United Kingdom,-0.0
551327,84228,crushed,-4,2011-04-27 16:01:00,0.0,,United Kingdom,-0.0
551328,21320,,-23,2011-04-27 16:08:00,0.0,,United Kingdom,-0.0
551422,22084,,-150,2011-04-28 14:11:00,0.0,,United Kingdom,-0.0
551429,10002,,-3,2011-04-28 15:05:00,0.0,,United Kingdom,-0.0
551430,20966,,-3,2011-04-28 15:06:00,0.0,,United Kingdom,-0.0
551431,44091A,,-2,2011-04-28 15:06:00,0.0,,United Kingdom,-0.0
551432,21923,,-5,2011-04-28 15:06:00,0.0,,United Kingdom,-0.0
551433,21784,,-2,2011-04-28 15:07:00,0.0,,United Kingdom,-0.0
551434,20896,,-5,2011-04-28 15:07:00,0.0,,United Kingdom,-0.0
551435,20825,,-5,2011-04-28 15:08:00,0.0,,United Kingdom,-0.0
551441,85136B,,-4,2011-04-28 15:50:00,0.0,,United Kingdom,-0.0
551442,85060,,-4,2011-04-28 15:50:00,0.0,,United Kingdom,-0.0
551443,35920,,-4,2011-04-28 15:51:00,0.0,,United Kingdom,-0.0
551444,35809B,,-4,2011-04-28 15:58:00,0.0,,United Kingdom,-0.0
551446,35594,,-4,2011-04-28 15:58:00,0.0,,United Kingdom,-0.0
551447,35004C,,-4,2011-04-28 15:59:00,0.0,,United Kingdom,-0.0
551448,22734,,-4,2011-04-28 15:59:00,0.0,,United Kingdom,-0.0
551449,22525,,-4,2011-04-28 16:00:00,0.0,,United Kingdom,-0.0
551450,21410,,-4,2011-04-28 16:00:00,0.0,,United Kingdom,-0.0
551451,21330,,-4,2011-04-28 16:01:00,0.0,,United Kingdom,-0.0
551452,84715,,-3,2011-04-28 16:01:00,0.0,,United Kingdom,-0.0
551453,82494L,,-3,2011-04-28 16:01:00,0.0,,United Kingdom,-0.0
551454,78027,,-3,2011-04-28 16:02:00,0.0,,United Kingdom,-0.0
551455,37333,,-1,2011-04-28 16:03:00,0.0,,United Kingdom,-0.0
551456,22795,,-3,2011-04-28 16:03:00,0.0,,United Kingdom,-0.0
551457,22719,,-3,2011-04-28 16:04:00,0.0,,United Kingdom,-0.0
551459,22173,,-30,2011-04-28 16:04:00,0.0,,United Kingdom,-0.0
551461,21806,,-3,2011-04-28 16:05:00,0.0,,United Kingdom,-0.0
551553,22521,,-90,2011-05-03 10:15:00,0.0,,United Kingdom,-0.0
551554,22720,,-4,2011-05-03 10:19:00,0.0,,United Kingdom,-0.0
551565,85135A,,-7,2011-05-03 11:10:00,0.0,,United Kingdom,-0.0
551568,21038,,-6,2011-05-03 11:12:00,0.0,,United Kingdom,-0.0
551569,85226C,,-6,2011-05-03 11:13:00,0.0,,United Kingdom,-0.0
551570,85189,,-6,2011-05-03 11:13:00,0.0,,United Kingdom,-0.0
551571,47591A,,-6,2011-05-03 11:14:00,0.0,,United Kingdom,-0.0
551572,37424,,-6,2011-05-03 11:15:00,0.0,,United Kingdom,-0.0
551573,22726,,-5,2011-05-03 11:15:00,0.0,,United Kingdom,-0.0
551574,21692,,-6,2011-05-03 11:16:00,0.0,,United Kingdom,-0.0
551575,21412,,-6,2011-05-03 11:16:00,0.0,,United Kingdom,-0.0
551577,90100,,-5,2011-05-03 11:19:00,0.0,,United Kingdom,-0.0
551578,90037D,,-5,2011-05-03 11:19:00,0.0,,United Kingdom,-0.0
551579,85098B,,-5,2011-05-03 11:20:00,0.0,,United Kingdom,-0.0
551580,85084,,-5,2011-05-03 11:20:00,0.0,,United Kingdom,-0.0
551582,84857A,,-5,2011-05-03 11:21:00,0.0,,United Kingdom,-0.0
551583,84482,,-5,2011-05-03 11:21:00,0.0,,United Kingdom,-0.0
551586,21120,,-6,2011-05-03 11:24:00,0.0,,United Kingdom,-0.0
551589,21854,,-2,2011-05-03 11:30:00,0.0,,United Kingdom,-0.0
551663,84548,,-70,2011-05-03 12:34:00,0.0,,United Kingdom,-0.0
551664,20933,,-3,2011-05-03 12:34:00,0.0,,United Kingdom,-0.0
551666,84750A,,-10,2011-05-03 12:35:00,0.0,,United Kingdom,-0.0
551668,22444,,-10,2011-05-03 12:37:00,0.0,,United Kingdom,-0.0
551671,20734,,-10,2011-05-03 12:38:00,0.0,,United Kingdom,-0.0
551672,84631,,-4,2011-05-03 12:39:00,0.0,,United Kingdom,-0.0
551673,79192A,,-9,2011-05-03 12:39:00,0.0,,United Kingdom,-0.0
551689,22625,,-9,2011-05-03 13:35:00,0.0,,United Kingdom,-0.0
551690,21143,,-9,2011-05-03 13:35:00,0.0,,United Kingdom,-0.0
551695,22467,,-8,2011-05-03 13:37:00,0.0,,United Kingdom,-0.0
551700,85144,,-38,2011-05-03 14:13:00,0.0,,United Kingdom,-0.0
551701,84683,,-2,2011-05-03 14:15:00,0.0,,United Kingdom,-0.0
551704,22656,,-2,2011-05-03 14:33:00,0.0,,United Kingdom,-0.0
551705,22655,damages/showroom etc,-11,2011-05-03 14:35:00,0.0,,United Kingdom,-0.0
551722,20975,,-170,2011-05-03 16:50:00,0.0,,United Kingdom,-0.0
551723,22136,,-23,2011-05-03 16:51:00,0.0,,United Kingdom,-0.0
551735,21656,samples,-19,2011-05-04 10:25:00,0.0,,United Kingdom,-0.0
551837,79164,damages/credits from ASOS.,-1512,2011-05-04 13:23:00,0.0,,United Kingdom,-0.0
551838,35609A,,-51,2011-05-04 13:31:00,0.0,,United Kingdom,-0.0
552050,84916,,-32,2011-05-06 10:08:00,0.0,,United Kingdom,-0.0
552052,84917,,-8,2011-05-06 10:10:00,0.0,,United Kingdom,-0.0
552214,84872A,,-12,2011-05-06 15:11:00,0.0,,United Kingdom,-0.0
552215,17096,,-41,2011-05-06 15:12:00,0.0,,United Kingdom,-0.0
552216,21363,,-19,2011-05-06 15:12:00,0.0,,United Kingdom,-0.0
552218,84406B,,-38,2011-05-06 15:15:00,0.0,,United Kingdom,-0.0
552219,22073,,-56,2011-05-06 15:16:00,0.0,,United Kingdom,-0.0
552221,21043,,-38,2011-05-06 15:20:00,0.0,,United Kingdom,-0.0
552222,21974,,-45,2011-05-06 15:22:00,0.0,,United Kingdom,-0.0
552223,22524,,-49,2011-05-06 15:24:00,0.0,,United Kingdom,-0.0
552224,84766,,-37,2011-05-06 15:25:00,0.0,,United Kingdom,-0.0
552225,22775,,-40,2011-05-06 15:26:00,0.0,,United Kingdom,-0.0
552226,22035,,-160,2011-05-06 15:26:00,0.0,,United Kingdom,-0.0
552228,84912B,,-93,2011-05-06 15:29:00,0.0,,United Kingdom,-0.0
552331,22667,damaged,-30,2011-05-09 10:24:00,0.0,,United Kingdom,-0.0
552443,22796,Not rcvd in 10/11/2010 delivery,-360,2011-05-09 13:05:00,0.0,,United Kingdom,-0.0
552653,22926,,-48,2011-05-10 14:12:00,0.0,,United Kingdom,-0.0
552733,23059,Thrown away-rusty,-2376,2011-05-11 10:48:00,0.0,,United Kingdom,-0.0
552763,21137,,-25,2011-05-11 11:33:00,0.0,,United Kingdom,-0.0
552766,22084,,-56,2011-05-11 11:41:00,0.0,,United Kingdom,-0.0
552767,79164,,-47,2011-05-11 11:42:00,0.0,,United Kingdom,-0.0
552768,22087,,-26,2011-05-11 11:43:00,0.0,,United Kingdom,-0.0
552979,35970,,-217,2011-05-12 14:49:00,0.0,,United Kingdom,-0.0
553041,22521,,-9,2011-05-13 09:01:00,0.0,,United Kingdom,-0.0
553147,84879,damaged,-160,2011-05-13 13:58:00,0.0,,United Kingdom,-0.0
553391,37370,sold as set/6 by dotcom,-786,2011-05-16 16:42:00,0.0,,United Kingdom,-0.0
553394,15058A,wet/rusty,-30,2011-05-16 16:47:00,0.0,,United Kingdom,-0.0
553395,15058C,wet/rusty,-30,2011-05-16 16:47:00,0.0,,United Kingdom,-0.0
553396,22423,damages,-21,2011-05-16 16:48:00,0.0,,United Kingdom,-0.0
553398,37370,damages/dotcom?,-590,2011-05-16 17:07:00,0.0,,United Kingdom,-0.0
553399,84789,,-2,2011-05-16 17:08:00,0.0,,United Kingdom,-0.0
553400,20803,damages,-40,2011-05-16 17:09:00,0.0,,United Kingdom,-0.0
553401,22060,,-16,2011-05-16 17:10:00,0.0,,United Kingdom,-0.0
553413,21259,,-51,2011-05-17 09:45:00,0.0,,United Kingdom,-0.0
553548,75131,,-48,2011-05-17 15:57:00,0.0,,United Kingdom,-0.0
553651,46126A,,-23,2011-05-18 11:06:00,0.0,,United Kingdom,-0.0
553652,20826,,-168,2011-05-18 11:06:00,0.0,,United Kingdom,-0.0
553659,20967,,-77,2011-05-18 11:47:00,0.0,,United Kingdom,-0.0
553743,21318,,-62,2011-05-19 09:44:00,0.0,,United Kingdom,-0.0
553744,85141,,-7,2011-05-19 09:44:00,0.0,,United Kingdom,-0.0
554017,22520,,-101,2011-05-20 13:15:00,0.0,,United Kingdom,-0.0
554020,22518,,-30,2011-05-20 13:17:00,0.0,,United Kingdom,-0.0
554021,20886,,-65,2011-05-20 13:18:00,0.0,,United Kingdom,-0.0
554023,82613B,,-71,2011-05-20 13:20:00,0.0,,United Kingdom,-0.0
554024,20998,,-11,2011-05-20 13:21:00,0.0,,United Kingdom,-0.0
554128,84563A,damaged,-4,2011-05-23 09:26:00,0.0,,United Kingdom,-0.0
554133,84596J,,-3,2011-05-23 09:46:00,0.0,,United Kingdom,-0.0
554143,79030G,damages,-413,2011-05-23 10:40:00,0.0,,United Kingdom,-0.0
554144,79030D,damages,-664,2011-05-23 10:42:00,0.0,,United Kingdom,-0.0
554145,84313C,,-12,2011-05-23 10:43:00,0.0,,United Kingdom,-0.0
554276,22966,,-58,2011-05-23 13:19:00,0.0,,United Kingdom,-0.0
554287,22700,smashed,-48,2011-05-23 14:17:00,0.0,,United Kingdom,-0.0
554299,20975,,-39,2011-05-23 14:28:00,0.0,,United Kingdom,-0.0
554311,84743C,,-16,2011-05-23 15:28:00,0.0,,United Kingdom,-0.0
554312,84741C,,-2,2011-05-23 15:28:00,0.0,,United Kingdom,-0.0
554313,21144,,-63,2011-05-23 15:28:00,0.0,,United Kingdom,-0.0
554314,85195,,-13,2011-05-23 15:29:00,0.0,,United Kingdom,-0.0
554316,21195,,-1,2011-05-23 15:29:00,0.0,,United Kingdom,-0.0
554317,85198,,-11,2011-05-23 15:29:00,0.0,,United Kingdom,-0.0
554318,84535A,,-65,2011-05-23 15:30:00,0.0,,United Kingdom,-0.0
554319,47574B,,-13,2011-05-23 15:31:00,0.0,,United Kingdom,-0.0
554320,16053,,-102,2011-05-23 15:32:00,0.0,,United Kingdom,-0.0
554321,16244B,,-5,2011-05-23 15:32:00,0.0,,United Kingdom,-0.0
554328,21609,,-46,2011-05-23 16:49:00,0.0,,United Kingdom,-0.0
554360,22524,,-13,2011-05-24 09:59:00,0.0,,United Kingdom,-0.0
554432,85132A,damaged,-97,2011-05-24 12:16:00,0.0,,United Kingdom,-0.0
554488,84913A,,-75,2011-05-24 13:35:00,0.0,,United Kingdom,-0.0
554551,47566B,reverse previous adjustment,-1300,2011-05-25 09:58:00,0.0,,United Kingdom,-0.0
554553,47566B,incorrectly credited C550456 see 47,-1300,2011-05-25 09:59:00,0.0,,United Kingdom,-0.0
554559,16151A,,-2,2011-05-25 10:28:00,0.0,,United Kingdom,-0.0
554675,20903,,-33,2011-05-25 16:01:00,0.0,,United Kingdom,-0.0
554676,71143,,-31,2011-05-25 16:03:00,0.0,,United Kingdom,-0.0
554678,85086A,,-30,2011-05-25 16:03:00,0.0,,United Kingdom,-0.0
554679,35916A,,-21,2011-05-25 16:04:00,0.0,,United Kingdom,-0.0
554680,35916B,,-21,2011-05-25 16:04:00,0.0,,United Kingdom,-0.0
554681,35916C,,-32,2011-05-25 16:04:00,0.0,,United Kingdom,-0.0
554852,21272,?,-212,2011-05-27 09:24:00,0.0,,United Kingdom,-0.0
554907,40003,,-11,2011-05-27 11:45:00,0.0,,United Kingdom,-0.0
554928,21763,,-3,2011-05-27 13:03:00,0.0,,United Kingdom,-0.0
555330,84804A,wet damaged,-125,2011-06-02 11:11:00,0.0,,United Kingdom,-0.0
555331,84800L,wet damaged,-144,2011-06-02 11:11:00,0.0,,United Kingdom,-0.0
555332,84801A,wet damaged,-48,2011-06-02 11:11:00,0.0,,United Kingdom,-0.0
555333,84805B,wet damaged,-96,2011-06-02 11:12:00,0.0,,United Kingdom,-0.0
555334,84805A,wet damaged,-96,2011-06-02 11:12:00,0.0,,United Kingdom,-0.0
555335,84804B,,-96,2011-06-02 11:13:00,0.0,,United Kingdom,-0.0
555387,22276,,-59,2011-06-02 15:30:00,0.0,,United Kingdom,-0.0
555391,22501,,-10,2011-06-02 16:29:00,0.0,,United Kingdom,-0.0
555503,84313C,damaged,-1,2011-06-03 15:39:00,0.0,,United Kingdom,-0.0
555505,79030G,Water damaged,-16,2011-06-03 15:48:00,0.0,,United Kingdom,-0.0
555506,21397,damaged,-57,2011-06-03 16:03:00,0.0,,United Kingdom,-0.0
555821,21399,,-116,2011-06-07 12:01:00,0.0,,United Kingdom,-0.0
555822,35809A,,-13,2011-06-07 12:04:00,0.0,,United Kingdom,-0.0
555823,47021G,,-52,2011-06-07 12:06:00,0.0,,United Kingdom,-0.0
555824,21043,,-12,2011-06-07 12:06:00,0.0,,United Kingdom,-0.0
555838,22966,,-6,2011-06-07 12:37:00,0.0,,United Kingdom,-0.0
556012,15044B,,-27,2011-06-08 11:45:00,0.0,,United Kingdom,-0.0
556013,21662,,-17,2011-06-08 11:46:00,0.0,,United Kingdom,-0.0
556014,37476,,-3,2011-06-08 11:46:00,0.0,,United Kingdom,-0.0
556015,37501,,-13,2011-06-08 11:50:00,0.0,,United Kingdom,-0.0
556046,21890,missing,-140,2011-06-08 12:56:00,0.0,,United Kingdom,-0.0
556061,20906,,-21,2011-06-08 14:04:00,0.0,,United Kingdom,-0.0
556069,84226,,-34,2011-06-08 14:41:00,0.0,,United Kingdom,-0.0
556074,22519,,-19,2011-06-08 15:14:00,0.0,,United Kingdom,-0.0
