Field_ID,Elevation,Rainfall,Min_temperature_C,Max_temperature_C,pH,Pollution_level,Plot_size,Annual_yield,Crop_type
5613,417.43506,460.0,-7.1,29.8,5.6043096,0.0025030205,3.8,2.511489,potato
2982,630.4427,921.6,-4.7,28.4,5.904785,0.082705386,10.8,6.794898,maize
398,701.29846,1023.5,-4.0,30.7,6.414491,0.40509808,8.4,3.7748318,maize
1794,680.40753,884.5,-4.3,29.5,5.7725544,0.38434154,14.7,6.6303916,wheat
4174,755.3858,2251.5,-2.3,30.8,5.6619225,0.3683898,2.7,1.7896266,coffee
5184,639.9337,561.9,-5.0,33.4,5.2072496,0.34675276,1.6,0.9210062,potato
819,725.89374,1106.4,-3.7,30.4,5.1279464,0.10136954,12.3,5.1880364,wheat
5586,769.99286,945.9,-3.4,28.3,6.254256,0.26233834,0.7,0.37950292,wheat
2644,807.03033,2318.4,-1.9,27.4,5.591825,0.3495421,8.9,4.9009204,banana
1084,263.2158,1686.1,-7.4,31.9,5.6268554,0.0036137004,3.6,1.5411997,wheat
889,924.0038,985.4,-2.0,26.0,5.5837774,0.26422694,1.0,0.5996741,potato
3168,333.22452,1712.7,-6.7,33.5,5.7204003,0.026363757,3.4,2.035819,rice
2817,820.0144,1463.7,-2.5,29.2,4.301274,0.054200348,0.7,0.46157515,tea
294,882.8078,631.2,-2.7,31.8,5.6925545,0.3027391,1.4,0.77539593,wheat
4020,660.10785,409.3,-4.9,31.6,6.4074554,0.30098003,0.8,0.38813767,maize
3198,808.80945,773.7,-3.2,31.7,5.8782516,0.26114437,2.8,1.6507262,potato
265,617.0832,1181.8,-4.6,29.5,5.8241663,0.092836894,0.8,0.38786778,coffee
3339,615.3254,1939.1,-3.9,28.7,5.6326857,0.3186589,0.6,0.268001,coffee
1345,553.2653,1719.8,-4.7,32.7,6.31,0.28422213,1.8,0.8251272,coffee
2164,811.3704,478.4,-4.2,28.6,5.444433,0.2126836,0.9,0.5623902,potato
1203,567.62573,411.2,-5.8,32.3,5.156375,0.054222684,0.6,0.35805726,wheat
4930,569.56757,1061.4,-5.2,31.5,5.86888,0.8000285,1.6,0.7490212,wheat
4262,465.44757,1874.2,-5.4,32.9,6.7773376,0.069681235,3.5,1.6958146,banana
2852,820.2309,556.9,-3.3,28.6,6.376099,0.23633695,7.0,3.8669312,potato
1652,645.5336,1108.6,-4.4,31.5,4.7326384,0.22518574,2.0,0.74432766,wheat
5404,423.89645,252.0,-7.2,32.7,6.1267476,0.024445977,1.7,1.1286945,wheat
3238,788.16364,947.4,-3.4,31.3,5.4728327,0.20174238,1.2,0.7113153,potato
1052,719.7445,1247.2,-3.6,31.3,4.600587,0.035069842,2.7,1.9064715,tea
2436,706.42114,1220.0,-3.8,32.0,4.2548013,0.118413575,0.6,0.39666802,tea
2715,846.6089,1333.0,-2.4,28.5,4.472518,0.1568208,8.5,3.7097538,cassava
4026,801.112,2329.6,-1.9,30.5,5.4092984,0.33130208,3.1,1.9892201,tea
3287,768.33997,1349.7,-3.1,27.9,4.5104294,0.053833913,2.0,1.3799025,tea
5164,792.9766,1285.5,-2.9,28.1,4.210806,0.45854738,8.7,4.62234,tea
5300,518.87695,1997.0,-4.8,31.9,5.464656,0.020985868,0.5,0.19940555,cassava
1618,409.68567,1301.2,-6.4,33.2,5.2715974,1.0060821e-09,4.0,1.7396787,banana
591,278.64334,1676.0,-7.2,32.7,7.0172634,0.022323065,1.9,0.9170739,rice
5445,862.32684,1349.0,-2.2,29.2,5.881824,0.14277072,13.6,7.862636,tea
4043,768.8641,1246.3,-3.2,32.5,5.480117,0.4848942,15.0,7.3782344,cassava
497,372.5474,1367.7,-6.7,33.7,4.8953543,0.04069129,7.0,4.194218,rice
3443,717.0108,878.4,-4.0,32.7,6.479806,0.15003636,2.3,0.97834355,coffee
1638,437.6333,169.2,-7.2,31.0,5.7580094,0.08687967,1.9,1.1484016,wheat
4330,647.2512,801.0,-4.7,31.5,4.986406,0.060402937,1.9,0.8432616,wheat
4995,634.2844,1834.3,-3.9,29.0,5.6882043,0.08875323,0.8,0.45231292,banana
3302,789.80206,1358.1,-2.9,29.6,5.0460687,0.02580768,5.1,3.5660846,tea
4914,736.28296,855.1,-3.8,27.4,6.1440535,0.3988854,3.8,1.8215338,maize
5180,409.2911,1534.9,-6.2,32.2,5.7082195,4.276232e-08,4.5,2.1362855,wheat
3769,579.17303,386.2,-5.7,30.2,5.5655227,0.10363053,1.8,1.1311808,wheat
4826,699.61786,770.6,-4.2,29.6,5.8505754,0.26208016,1.8,0.91795546,wheat
3476,556.1399,1829.5,-4.6,30.2,7.1743135,0.13569161,0.9,0.37772033,coffee
2858,494.76767,1879.7,-5.2,36.7,7.481232,0.07282214,9.5,4.051613,banana
3033,253.1362,1672.4,-7.5,34.8,6.6516333,0.0018551206,4.8,1.890072,banana
5494,626.9848,605.6,-5.1,31.1,6.102837,0.029460337,2.4,1.6819997,maize
3566,659.19183,1472.3,-4.0,28.4,4.992466,0.01570927,4.3,3.3801043,tea
3893,471.7928,908.1,-6.2,31.8,5.3391643,0.8821199,1.1,0.5808368,cassava
1443,385.39005,1674.1,-6.3,29.2,5.870553,1.328907e-06,0.6,0.38195333,rice
263,392.29877,1697.7,-6.2,34.1,7.0504208,0.15394399,2.8,1.3231325,wheat
4230,184.3587,1609.5,-8.2,32.9,5.5288067,0.0012212638,0.7,0.29206505,banana
2777,871.1677,670.8,-2.8,29.0,4.9758897,0.21437335,0.7,0.3224401,tea
2732,596.35175,422.8,-5.5,32.7,4.993904,0.10059623,4.0,2.560695,potato
2525,444.2867,1769.8,-5.7,32.7,5.826985,0.08965265,3.3,2.1100924,rice
1098,635.79034,423.4,-5.1,28.1,5.8998795,0.1428217,1.3,0.8846261,wheat
2855,960.0924,794.4,-1.9,27.6,5.235892,0.22434372,4.5,1.9377398,tea
1276,820.06006,1100.9,-2.8,29.1,4.93995,0.03729693,9.9,4.306414,wheat
3505,751.1485,554.3,-4.0,31.4,5.644736,0.13916053,1.0,0.63412225,potato
3063,843.31506,845.7,-2.9,30.6,5.9115305,0.22455625,1.0,0.5205303,maize
5468,88.71992,1509.9,-9.1,34.7,6.9174714,0.0010362831,1.3,0.6555213,rice
5322,639.05304,1135.1,-4.5,32.1,4.8215814,0.08276104,4.4,2.150641,cassava
393,712.7882,1675.0,-3.3,30.4,5.115646,0.11914569,0.6,0.48534694,tea
4982,974.69855,1387.6,-1.2,30.9,4.96003,0.07911941,14.5,8.866577,tea
639,371.51312,1781.3,-6.2,35.4,5.2848477,0.03617852,1.3,0.72841686,rice
1913,586.5324,373.0,-5.6,27.3,5.6054955,0.16591686,4.8,2.9942455,wheat
1820,648.3559,692.1,-4.8,32.8,5.1601577,0.27560243,1.0,0.5765389,potato
137,614.2358,1179.2,-4.7,32.0,6.042678,0.4203708,2.0,1.1668284,wheat
3583,879.6223,1365.8,-2.1,29.7,5.555645,0.104294,4.9,2.3352547,coffee
386,433.93597,1707.2,-5.8,32.2,7.160703,0.04025193,5.8,2.2234037,banana
2451,621.83356,984.4,-4.8,30.9,5.5908575,0.8878921,0.8,0.45943016,cassava
4509,893.1322,688.4,-2.6,30.2,5.011324,0.26504737,3.1,1.4340287,tea
1474,267.11285,1600.8,-7.4,32.2,6.7285542,7.065653e-05,6.3,3.2127419,wheat
609,756.6148,515.5,-4.0,30.8,5.6264553,0.30737323,1.9,0.935209,wheat
4940,885.56525,1509.3,-1.9,29.5,5.046189,0.09338411,3.2,1.4777486,cassava
1285,870.8868,904.9,-2.6,26.9,4.4363103,0.25978616,2.0,0.84275633,tea
4413,769.474,2113.4,-2.4,30.0,4.002131,0.33046946,4.3,2.663834,tea
5317,709.03674,1602.7,-3.4,30.3,5.5447283,0.17977865,3.8,2.0214982,coffee
2147,507.41687,1352.4,-5.5,29.3,4.825152,0.008043772,3.6,1.453735,cassava
3835,860.4339,1779.1,-1.9,28.3,4.997154,0.2445337,2.4,1.8210129,tea
4340,867.50305,1376.7,-2.2,27.4,5.4207616,0.25234312,11.6,7.3058405,tea
3651,365.4722,1440.1,-6.7,33.2,6.4433055,0.031610683,3.3,1.3182644,banana
3049,622.0514,372.9,-5.3,31.8,6.46308,0.31840336,4.9,3.347684,wheat
4921,777.1347,923.2,-3.4,28.7,6.5734496,0.22241493,10.8,6.074408,wheat
5046,567.60315,1364.7,-4.9,26.9,5.385154,0.019288938,2.7,1.2906214,cassava
1531,546.1498,1483.9,-5.0,33.2,6.2584443,0.045203228,1.1,0.50963145,coffee
4664,829.1765,1475.0,-2.4,31.5,5.4081097,0.10513208,9.4,4.8426943,cassava
1060,767.55615,1720.1,-2.8,27.8,5.576051,0.20520385,2.0,1.071419,coffee
974,674.5443,1618.1,-3.5,31.3,4.6421127,0.14611161,1.2,0.96077627,tea
5292,726.0872,1311.6,-3.5,31.8,5.2010546,0.322808,2.6,1.1909047,cassava
906,422.5767,243.7,-7.2,33.1,6.014784,0.023471698,1.3,0.8456739,wheat
1277,695.1945,1032.4,-4.0,31.7,6.2041483,0.36151844,1.9,0.856102,maize
2918,794.03265,555.1,-3.6,31.6,5.339621,0.24822074,10.4,6.495459,potato
3140,703.3587,672.8,-4.3,30.2,5.2887573,0.43413076,0.5,0.20749825,wheat
5027,762.8511,1196.0,-3.3,27.4,6.462065,0.3982191,4.7,1.6377693,coffee
649,561.06793,1630.2,-4.8,29.2,5.5109425,2.0425112e-08,2.5,1.152258,cassava
694,774.3505,1170.4,-3.2,27.2,6.2444725,0.48268178,7.5,3.4317696,wheat
4748,666.52606,750.9,-4.6,31.7,5.393194,0.40606722,0.7,0.27540353,maize
3220,593.69073,742.5,-5.2,28.9,5.414602,0.11865545,3.2,2.1629944,potato
91,636.7583,999.6,-4.6,32.7,6.6889925,0.34042373,2.9,1.8934551,wheat
2928,870.53033,846.1,-2.6,27.6,5.290945,0.25629616,4.2,2.0254302,wheat
4586,805.4772,1764.5,-2.4,29.2,4.6666374,0.21470024,1.1,0.85738283,tea
5428,551.8206,803.7,-5.6,32.0,6.3320174,0.18080544,1.4,0.97905165,wheat
280,587.8492,737.8,-5.3,32.6,6.0167937,0.20502745,1.2,0.81892425,wheat
331,595.4138,1989.6,-4.1,31.7,6.1375537,0.06928835,1.5,0.8074762,coffee
2424,740.156,813.4,-3.8,31.4,4.934166,0.2185154,1.6,0.7963111,cassava
2058,468.65497,1592.2,-5.6,32.9,7.3168,3.5791633e-08,7.4,2.627018,banana
4885,509.59415,1235.7,-5.5,33.4,5.455914,0.085539676,3.4,1.6120577,cassava
3619,925.8756,867.6,-2.1,29.0,4.810541,0.21212535,1.6,0.90522313,potato
1974,580.7956,430.5,-5.6,32.7,6.478685,0.07091966,7.7,5.0866537,maize
1310,778.377,973.8,-3.3,30.0,6.6793704,0.458276,6.5,3.203655,wheat
2792,903.34326,776.9,-2.4,31.7,6.4943457,0.20864497,0.9,0.54526323,wheat
829,664.95166,1950.8,-3.5,32.5,5.575053,0.18731065,2.0,1.2225937,coffee
1072,687.4769,460.9,-4.6,31.1,6.0245924,0.21221882,2.4,1.3576919,potato
3038,642.4082,635.3,-5.0,27.1,5.204687,0.17694634,1.4,0.65024054,wheat
1219,692.22076,988.7,-4.1,28.9,5.8779755,0.18441547,1.0,0.59165496,cassava
3612,825.08325,607.1,-3.3,29.9,4.561196,0.17832886,0.9,0.44603473,tea
723,760.91797,1742.2,-2.8,30.6,5.2869477,0.05644617,11.3,9.15351,tea
1956,306.47552,1658.6,-7.0,31.6,5.414918,0.025525419,0.7,0.2873166,banana
2157,893.15924,1181.3,-2.0,28.3,4.839074,0.54461837,3.7,1.315996,tea
2621,483.6861,1867.5,-5.4,30.3,6.098653,0.067795746,2.9,1.6094974,banana
687,874.33307,1161.9,-2.3,27.6,5.731601,0.12039518,3.2,1.6621048,wheat
5132,524.4097,1104.6,-5.5,29.5,6.4907756,0.8334103,2.3,0.7075984,coffee
3931,647.0724,1774.8,-3.8,30.5,5.212924,0.11738394,5.7,2.4437454,cassava
1824,756.7193,1016.1,-3.5,32.7,5.7394347,0.022629218,6.3,2.4536235,coffee
2516,575.6155,488.0,-5.6,28.7,6.34165,0.02330567,9.7,7.14653,wheat
896,705.11145,2069.1,-3.0,29.4,4.795794,0.1982865,3.1,2.4452608,tea
2249,614.38666,359.9,-5.4,29.5,5.015112,0.34977046,1.4,0.8391215,potato
1562,514.51306,248.8,-6.5,31.7,6.4814167,0.20519605,2.0,1.0581951,potato
1534,884.85846,1448.7,-1.9,28.1,4.038671,0.08277127,3.8,2.191649,tea
4708,801.5376,811.0,-3.3,30.1,6.3901906,0.29459852,2.5,0.8719811,coffee
5486,595.29865,938.5,-5.0,30.7,5.136515,0.88178915,3.7,1.9209365,cassava
1132,810.49603,1415.4,-2.6,29.3,4.178055,0.18903375,1.0,0.62116414,tea
4681,508.7737,1472.8,-5.3,31.9,5.7650557,0.010062637,5.4,2.9017723,banana
1294,740.9102,600.1,-4.0,30.8,5.3286448,0.27274552,14.8,6.5779233,maize
5248,779.608,1405.6,-2.9,27.3,4.6014776,0.9954134,1.4,0.42013347,cassava
1377,699.1093,607.4,-4.4,31.3,4.9594007,0.23493227,3.1,1.8037567,potato
2432,434.8506,1063.9,-6.4,31.3,6.7468257,0.61085474,3.2,1.5922334,maize
3212,682.8676,818.8,-4.4,28.5,6.4979115,0.22434694,4.9,2.7499492,wheat
158,500.32855,1105.6,-5.7,32.2,6.274752,0.6478931,12.7,4.537735,coffee
4103,204.46739,1595.2,-8.0,31.2,5.853614,0.00025994724,3.3,1.5520395,wheat
348,279.32495,1620.9,-7.3,33.8,7.481469,2.4420475e-05,4.1,1.7344773,wheat
3103,727.8497,1346.3,-3.5,30.2,4.6919756,0.97869027,4.0,1.976036,tea
1854,702.7782,803.2,-4.2,29.0,5.050538,0.25445336,3.6,2.021795,potato
2401,754.8211,1143.3,-3.4,30.7,6.081866,0.7724384,2.0,0.7325934,wheat
426,657.01483,1010.3,-4.4,29.9,5.70811,0.12561058,2.1,1.2485878,cassava
141,668.4095,1283.2,-4.0,30.6,4.5065494,0.06856182,4.3,3.1254492,tea
2367,667.63025,2102.6,-3.3,31.7,4.8023267,0.2690106,5.8,2.8752913,banana
3387,573.66614,1126.0,-5.1,33.9,5.00898,0.7855173,0.9,0.33976835,wheat
4972,595.1161,766.2,-5.2,30.7,5.9917645,0.029744474,1.6,1.1205885,wheat
2285,909.66986,1312.4,-1.8,27.7,4.4152308,0.027367597,6.0,3.6301064,tea
3237,763.8456,1282.3,-3.2,32.0,4.058421,0.7091723,3.1,1.2901222,tea
3539,742.6732,1143.4,-3.5,31.5,6.4091024,0.2706364,4.0,1.880491,maize
2769,784.814,1176.0,-3.1,27.7,6.181571,0.57667065,14.8,6.3006296,wheat
845,383.8851,1654.0,-6.3,33.4,6.412494,4.151418e-07,5.7,3.0292196,wheat
2533,880.5996,954.1,-2.4,30.4,4.8612075,0.323811,6.7,2.9673357,cassava
3469,885.5235,758.6,-2.6,28.5,6.174373,0.04726342,0.7,0.26825514,coffee
2848,549.9168,449.6,-5.9,31.7,4.769258,0.031785205,0.8,0.49263886,potato
550,610.05585,915.6,-5.1,31.8,5.8564763,0.42507964,3.4,2.0024974,wheat
2278,667.3792,1625.9,-3.8,31.4,4.8449125,4.8687974e-09,14.3,11.751984,tea
2069,520.32666,548.1,-5.7,35.7,6.0741434,0.20393999,1.0,0.6908014,wheat
1473,468.6026,514.9,-6.6,31.7,5.451131,0.0016377382,0.9,0.61077327,potato
5571,870.6006,615.6,-2.8,31.3,4.5652604,0.29916713,4.6,2.256137,potato
2690,632.80566,1364.5,-4.3,30.9,6.9872103,0.4959082,3.6,0.9794584,coffee
4654,612.6953,1633.6,-4.2,30.3,7.1782928,9.714016e-09,1.1,0.42083356,coffee
2421,799.57513,882.9,-3.2,30.2,6.1918926,0.32825688,3.5,1.8715638,wheat
4440,756.0141,1155.8,-3.4,30.4,5.330912,0.8726092,14.2,5.19342,tea
805,518.53674,1919.4,-4.8,29.7,6.6915717,0.010353537,2.5,1.3249726,coffee
3512,500.56625,1552.1,-5.3,32.8,7.016758,0.007590536,0.6,0.31387112,wheat
2938,379.03036,1731.1,-6.3,35.2,6.5015965,0.06334032,4.2,2.2386017,coffee
3933,557.99536,301.3,-6.0,31.3,5.806442,0.0901211,1.0,0.639957,potato
869,691.2452,1640.5,-3.5,32.7,4.1238694,1.69189e-08,3.0,2.2195702,tea
4837,368.30954,452.9,-7.5,32.7,5.617567,0.01415578,1.6,1.0568221,potato
4012,313.23312,1439.2,-7.2,33.1,5.809446,1.214588e-07,1.1,0.6867373,rice
2669,411.9209,1866.2,-5.9,31.3,5.5239196,0.01925525,8.9,4.550256,banana
1430,604.35693,755.6,-5.1,32.7,5.9040046,0.20064263,1.3,0.8702516,wheat
1903,812.44867,1171.7,-2.9,30.8,5.173767,0.67478645,4.4,2.152968,cassava
3430,650.0691,760.7,-4.7,31.9,5.3285923,0.21675573,4.1,2.412518,potato
4653,790.9501,563.1,-3.6,30.0,6.2618713,0.32530025,0.9,0.48593545,maize
4270,735.9919,1109.7,-3.6,30.5,6.4830475,0.14446789,5.0,2.1651826,coffee
4243,883.70197,1414.9,-2.0,29.8,5.1030874,0.0586263,10.0,6.622227,tea
1505,855.45953,592.6,-3.0,31.1,5.930737,0.27066797,3.0,1.838184,wheat
2754,744.1504,1949.7,-2.8,30.7,5.424692,0.09626073,2.9,1.8703058,banana
226,432.54065,1801.7,-5.7,32.6,6.892379,0.09937932,3.2,1.5915636,wheat
2170,783.63544,1750.0,-2.6,29.0,4.619508,0.12182461,1.7,1.3478984,tea
5041,909.25104,1145.2,-2.0,30.0,4.428622,0.42555958,7.1,2.6835907,cassava
2541,227.08269,1636.0,-7.7,34.5,6.735651,0.006069411,0.7,0.35497987,wheat
2514,647.767,854.0,-4.6,29.0,4.5021996,0.16421375,0.9,0.44136757,potato
3864,872.1399,954.0,-2.5,30.3,4.1238875,0.32653013,0.5,0.19114153,cassava
4806,806.45996,575.1,-3.5,29.0,6.4647703,0.31058976,9.2,5.4326754,wheat
705,749.4789,1132.0,-3.5,30.1,5.3661337,0.3382941,2.2,1.2033321,cassava
37,572.3282,1632.1,-4.6,33.8,6.767187,0.040466312,2.4,1.0663003,banana
4876,571.26074,882.8,-5.3,31.2,5.147709,0.7573936,1.5,0.7828856,cassava
1919,117.21302,1524.5,-8.8,34.0,6.8071623,0.00013491501,1.9,1.0052563,wheat
1257,872.4198,2408.5,-1.2,27.4,5.9168744,0.31293884,3.4,2.0045624,banana
121,790.7851,1598.5,-2.7,29.7,4.188631,0.42031655,1.1,0.6730885,tea
2576,497.57162,1345.1,-5.6,33.9,6.4156923,0.06387792,1.2,0.68467253,wheat
4139,515.35736,872.3,-5.8,30.8,6.7209644,0.7894075,4.5,2.374612,wheat
3426,679.6779,559.6,-4.6,31.3,5.025675,0.4389566,14.0,7.6619577,potato
1161,835.1931,885.6,-2.9,29.0,4.9012427,0.27745697,4.4,2.006833,tea
2415,292.33,1720.2,-7.0,31.8,6.6772456,0.0032220664,1.7,0.70065063,banana
1807,611.9255,410.4,-5.3,30.7,5.855359,0.15053214,3.9,2.6046221,wheat
671,492.16647,1911.4,-5.1,33.3,7.0089,0.0025579769,4.4,2.1208549,banana
1116,860.9256,851.6,-2.7,29.6,6.043147,0.23549344,13.5,8.015249,wheat
3249,247.9342,1690.9,-7.5,30.4,6.714554,0.0693305,6.9,2.6530275,banana
2511,631.2212,918.9,-4.7,29.9,6.3927116,0.70396316,0.9,0.50759953,wheat
1188,327.77527,1630.0,-6.9,33.1,7.037279,1.5854697e-05,9.7,4.98793,rice
951,781.3368,642.9,-3.6,29.6,6.3150034,0.2532327,1.8,1.0292463,maize
3272,853.8916,814.9,-2.8,28.9,5.1860437,0.24621338,3.2,1.6117185,wheat
493,621.4282,1383.9,-4.2,27.9,7.1899405,0.19551635,1.5,0.76699424,wheat
1586,262.85223,1673.0,-7.4,33.0,6.576268,0.008188682,4.2,2.1413074,wheat
495,459.50684,1065.7,-6.2,31.3,5.1001754,0.7251122,2.8,1.4615278,cassava
2594,739.0474,1397.0,-3.2,30.1,4.2523613,0.12810993,1.3,0.4722918,cassava
4733,722.6521,816.9,-4.0,29.6,5.8351154,0.30182007,3.3,1.5590287,maize
3730,687.53546,1458.2,-3.7,31.9,4.7795377,0.6091234,1.3,0.48089984,cassava
4891,379.43668,1695.4,-6.3,34.4,5.525407,0.12667198,4.3,2.033378,cassava
3078,709.26794,849.4,-4.1,32.6,5.533513,0.47297508,13.3,5.380902,wheat
182,293.50955,1628.8,-7.2,32.3,5.8802066,9.425089e-05,9.5,4.2235074,banana
4507,853.65607,620.3,-3.0,29.7,4.9430704,0.27871388,1.9,1.1325806,potato
3550,727.6461,860.2,-3.9,32.1,5.1318574,0.3202676,14.0,7.2325554,cassava
5350,651.89246,1354.1,-4.1,29.7,4.8763733,0.48235974,4.8,1.7780185,cassava
3141,747.0854,2259.7,-2.3,29.2,5.681286,0.34827262,1.7,0.94188267,banana
5057,851.3817,1064.0,-2.6,30.7,5.028574,0.16371527,10.9,5.1765456,cassava
1014,616.93744,1314.5,-4.5,29.8,5.743048,0.5000032,13.6,4.562378,coffee
2695,718.63855,1102.9,-3.8,29.7,4.767585,0.10675758,0.5,0.24879949,cassava
5625,614.65955,896.6,-4.9,28.5,4.809189,0.28835726,5.3,3.0533435,potato
3261,901.3067,835.3,-2.4,27.6,6.373906,0.013147303,0.7,0.26038224,coffee
3201,683.8247,1842.8,-3.4,32.5,4.576286,0.07749473,4.9,4.3175855,tea
3245,805.01715,1096.4,-2.9,27.9,4.508614,0.038794972,1.3,0.5490187,wheat
5039,559.69037,915.3,-5.4,32.8,4.702239,0.89489853,1.7,0.76550853,potato
5258,494.58078,1649.3,-5.3,33.2,5.5587344,0.011029535,2.3,1.5682781,rice
5396,667.104,668.1,-4.6,30.3,5.170011,0.24739958,2.5,1.058938,maize
3571,510.46582,1339.1,-5.4,34.3,5.4794006,0.009244723,7.3,3.2699547,wheat
4720,618.13446,1919.9,-3.9,31.5,5.586877,0.16894397,6.6,3.78136,banana
1212,871.26764,1417.8,-2.1,29.0,4.955525,0.046148945,5.6,2.664162,cassava
1884,877.0513,953.3,-2.5,30.5,4.66692,0.33702916,4.7,2.1018152,tea
1466,728.98395,497.0,-4.2,29.5,6.4588065,0.20374699,2.5,1.4715836,wheat
878,828.7853,629.9,-3.2,28.0,5.4740076,0.27445412,5.7,2.8600817,wheat
4193,481.1299,1968.8,-5.1,31.9,5.8477902,0.043802302,0.5,0.31475657,rice
5130,385.8787,1607.6,-6.3,30.6,5.39494,0.12022286,1.1,0.6702298,rice
2932,354.7736,1771.5,-6.5,34.3,6.7627983,8.643863e-05,7.5,4.113431,rice
2722,465.10025,1081.4,-6.1,29.8,6.4971223,0.61229545,4.1,1.5361879,coffee
340,841.27527,581.3,-3.1,27.4,4.802218,0.22758693,2.3,1.1996669,wheat
4926,623.71857,2008.5,-3.8,31.9,6.836055,0.00093067175,0.9,0.46177578,coffee
4649,797.641,550.0,-3.6,30.3,4.846455,0.2992043,1.0,0.46646404,tea
172,795.9156,1358.7,-2.8,29.7,5.2311544,0.4724228,1.1,0.484484,cassava
3814,660.1242,2089.6,-3.4,31.8,5.313328,0.1945481,4.4,2.563277,banana
1030,254.92264,1630.6,-7.5,34.3,6.4479585,7.843209e-06,0.9,0.3688004,banana
2251,767.1385,1555.5,-2.9,30.4,5.10198,0.3468219,1.3,0.5794812,banana
5082,464.6406,1961.8,-5.3,29.8,5.9243293,0.045879453,9.4,5.854229,rice
3847,752.7499,1196.7,-3.4,30.1,6.009229,0.7863724,2.1,0.7335855,wheat
2071,421.92526,423.7,-7.1,29.9,5.7063847,0.001001565,2.3,1.4994524,potato
4937,826.48413,1288.8,-2.6,31.0,5.338316,0.5483182,13.5,4.3232126,coffee
1173,658.12866,470.3,-4.9,30.3,5.206661,0.14009467,0.6,0.35814726,potato
828,795.52783,2188.1,-2.1,28.5,4.3190823,0.25308055,1.3,0.86137134,tea
1197,768.6775,1242.3,-3.2,29.0,5.6480165,0.2747583,4.0,1.9265848,coffee
4804,377.0812,1840.9,-6.2,34.6,7.445947,0.11376163,4.1,1.8286263,rice
342,466.4494,1421.4,-5.8,30.8,5.1548305,0.0072100796,9.4,4.2926383,cassava
4619,682.38617,996.7,-4.2,29.6,5.3998137,0.26053083,4.1,2.3271785,cassava
1429,598.3267,814.0,-5.1,29.4,5.968941,0.039669108,6.0,3.925395,maize
1253,652.4753,1554.1,-3.9,29.7,4.424442,0.065580316,5.3,4.133904,tea
4700,685.47974,1209.8,-4.0,30.6,5.554105,0.036735784,4.1,2.1250567,cassava
1784,440.943,1717.5,-5.7,32.6,5.3497086,0.14642946,1.6,0.96707845,rice
3855,825.44934,1024.0,-2.9,28.8,4.845867,0.40510607,4.7,2.1386027,tea
1127,380.38635,1743.8,-6.2,32.4,5.6167083,0.05767902,6.1,2.876574,banana
427,475.4802,1606.9,-5.5,31.9,5.6383734,0.045939576,1.0,0.6842174,rice
2199,450.9887,1945.7,-5.4,31.1,6.3589025,0.0029254046,2.3,1.3016236,coffee
3567,826.34796,1280.5,-2.6,28.9,4.7146425,0.47360867,10.4,4.0527015,cassava
2334,711.5362,2150.9,-2.9,28.0,5.5782437,0.34804672,4.9,3.0710585,coffee
1718,430.55197,1697.1,-5.8,33.3,6.728332,0.02786692,3.1,1.3372849,banana
1493,636.40204,1282.7,-4.3,32.1,5.458294,0.8916914,1.9,0.5946673,wheat
4422,663.45056,452.6,-4.9,30.0,6.5983295,0.1521548,4.9,2.5234241,maize
4093,227.37833,1649.0,-7.7,32.2,5.505851,0.0063922177,3.9,1.629208,wheat
3338,696.60785,569.5,-4.4,30.1,5.512896,0.41413665,3.0,1.2525179,maize
2166,700.7477,1238.1,-3.8,31.2,4.3425703,0.7552397,5.1,2.4445646,tea
2335,461.5422,1962.0,-5.3,33.4,6.273553,0.037724964,1.8,1.0442344,banana
580,600.27386,1139.4,-4.8,30.3,5.648921,0.8369329,3.5,1.9599062,cassava
1689,829.5958,1168.5,-2.7,32.7,5.4142666,0.48747644,3.5,1.8964143,cassava
347,364.08893,1666.8,-6.5,34.3,6.1192884,2.0306727e-06,12.5,6.6552596,coffee
4841,734.3039,751.1,-3.9,30.2,6.0845776,0.36522374,1.5,0.7540268,maize
5558,586.0301,1656.1,-4.4,28.6,5.4375405,0.074975446,1.4,0.57189536,coffee
3618,673.73584,729.3,-4.5,31.1,5.20981,0.2608139,1.8,0.79218394,wheat
330,534.42596,280.3,-6.2,31.8,5.5593643,0.07448079,1.5,0.9150144,wheat
3544,688.5655,555.1,-4.5,31.6,4.938555,0.3339705,1.8,1.0003035,potato
458,690.1351,1755.2,-3.4,30.7,4.26151,0.085114844,3.1,2.4817576,tea
4384,836.70996,628.6,-3.1,29.5,5.7935953,0.16647561,3.9,2.485792,potato
4051,836.71814,578.5,-3.2,27.4,6.353774,0.25953683,13.9,7.9278064,maize
1705,343.98083,1748.8,-6.6,31.7,6.192024,0.013960876,10.0,6.004222,rice
140,608.1277,804.2,-5.0,29.4,4.9980364,0.21983027,2.7,1.5336229,wheat
3311,730.4946,2175.3,-2.7,30.5,4.560955,0.25468543,3.7,1.7926201,banana
1995,907.6596,660.4,-2.5,28.8,5.433886,0.22638488,0.9,0.4640637,wheat
1524,862.061,946.7,-2.6,29.8,4.58739,0.33150154,4.8,2.2950885,potato
3055,670.27094,1296.8,-4.0,30.1,3.7599893,0.8511512,1.5,0.7088417,rice
3810,866.1403,614.5,-2.9,28.0,6.11117,0.2839569,1.0,0.59125555,potato
1506,386.26392,1717.5,-6.2,34.3,5.272542,0.03711274,1.5,0.63795716,banana
