ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,impressions,clicks,spent,total_conversion,approved_conversion
782180,936,116509,30-34,M,29,3396.0,0,0.0,1,0
782219,936,116515,30-34,M,26,977.0,0,0.0,1,0
782228,936,116517,40-44,F,63,12318.0,5,6.340000152587891,1,1
782242,936,116519,30-34,F,28,4783.0,1,0.8600000143051147,1,0
782275,936,116525,30-34,F,29,6475.0,1,1.350000023841858,1,0
782337,936,116535,45-49,F,16,104578.0,29,39.25,1,1
782407,936,116547,45-49,F,10,33664.0,11,12.510000228881836,1,0
782443,936,116553,40-44,F,20,979.0,0,0.0,1,0
782541,936,116569,40-44,F,28,7337.0,3,4.079999923706055,1,0
782587,936,116577,30-34,M,10,2499.0,0,0.0,1,0
782647,936,116587,40-44,F,27,11244.0,3,4.550000190734863,1,0
782658,936,116589,30-34,M,15,4827.0,0,0.0,1,0
782694,936,116595,35-39,F,29,29035.0,7,8.90999984741211,2,2
782706,936,116597,35-39,F,30,761.0,0,0.0,1,0
782754,936,116605,35-39,F,26,6532.0,1,1.6100000143051147,1,0
782815,936,116615,40-44,F,10,11537.0,3,4.300000190734863,1,0
782816,936,116615,40-44,F,10,12183.0,3,2.869999885559082,1,0
782862,936,116623,35-39,F,64,5912.0,1,1.559999942779541,1,1
950068,936,123438,30-34,M,10,4012.0,1,1.5700000524520874,1,0
950078,936,123440,30-34,M,16,12396.0,2,3.2100000381469727,2,1
950079,936,123440,30-34,M,16,3142.0,0,0.0,2,2
950099,936,123443,30-34,M,18,1120.0,0,0.0,1,0
950109,936,123445,30-34,M,20,343.0,0,0.0,1,1
950170,936,123455,30-34,M,15,1720.0,0,0.0,1,1
950179,936,123457,30-34,M,16,3423.0,0,0.0,1,1
950182,936,123457,30-34,M,16,3242.0,0,0.0,1,0
950183,936,123457,30-34,M,16,15720.0,1,1.3799999952316284,1,0
950200,936,123460,30-34,M,10,1217.0,0,0.0,1,1
950224,936,123464,40-44,M,20,2367.0,2,2.8399999141693115,1,1
950326,936,123481,35-39,M,16,6607.0,1,1.3200000524520874,2,0
950345,936,123484,30-34,M,64,616.0,0,0.0,1,0
950452,936,123502,45-49,M,16,5537.0,1,1.5199999809265137,1,0
950463,936,123504,45-49,M,15,818.0,0,0.0,1,0
950495,936,123509,45-49,M,21,1909.0,1,0.9800000190734863,1,0
950521,936,123514,30-34,M,21,351.0,0,0.0,1,0
950531,936,123515,45-49,M,22,572.0,0,0.0,1,0
950537,936,123516,40-44,M,36,1884.0,1,1.409999966621399,1,0
950550,936,123519,30-34,M,30,219.0,0,0.0,1,0
950577,936,123523,30-34,M,32,540.0,0,0.0,1,1
950578,936,123523,30-34,M,32,550.0,0,0.0,1,0
950595,936,123526,30-34,M,26,465.0,0,0.0,1,0
950609,936,123528,30-34,M,29,1761.0,0,0.0,1,1
950629,936,123532,30-34,M,65,152.0,0,0.0,1,1
950631,936,123532,30-34,M,65,152.0,0,0.0,1,1
950649,936,123535,30-34,M,64,429.0,0,0.0,1,0
950745,936,123551,30-34,M,29,1514.0,0,0.0,2,2
950770,936,123555,30-34,M,28,7780.0,3,4.329999923706055,2,2
950772,936,123556,35-39,M,28,460.0,0,0.0,1,0
950773,936,123556,35-39,M,28,471.0,0,0.0,1,0
950776,936,123556,35-39,M,28,2633.0,1,1.0700000524520874,1,0
950787,936,123558,30-34,M,27,199.0,0,0.0,1,0
950808,936,123562,35-39,M,32,398.0,0,0.0,1,0
950839,936,123567,30-34,M,24,246.0,0,0.0,2,2
950878,936,123573,40-44,M,10,2967.0,1,1.5,1,1
950969,936,123588,45-49,M,36,255.0,0,0.0,1,0
951021,936,123597,30-34,F,7,457.0,0,0.0,1,1
951033,936,123599,30-34,F,10,5517.0,1,1.2300000190734863,1,0
951035,936,123599,30-34,F,10,1539.0,0,0.0,1,1
951043,936,123601,30-34,F,16,3189.0,0,0.0,1,0
951045,936,123601,30-34,F,16,3348.0,0,0.0,1,0
951046,936,123601,30-34,F,16,20050.0,4,4.659999847412109,4,1
951102,936,123611,45-49,M,16,2254.0,0,0.0,1,0
951105,936,123611,45-49,M,16,5894.0,1,1.5399999618530273,1,1
951133,936,123616,35-39,M,16,9948.0,2,2.7200000286102295,2,0
951202,936,123627,45-49,F,26,5307.0,3,4.289999961853027,2,1
951225,936,123631,35-39,F,22,4621.0,2,3.25,1,1
951270,936,123639,35-39,F,18,784.0,0,0.0,1,1
951282,936,123641,35-39,F,16,5775.0,1,1.5800000429153442,1,1
951285,936,123641,35-39,F,16,9297.0,2,2.619999885559082,2,1
951294,936,123643,35-39,F,15,699.0,0,0.0,1,0
951305,936,123644,35-39,F,10,1104.0,0,0.0,1,0
951334,936,123649,30-34,F,64,3717.0,1,1.5399999618530273,1,0
951391,936,123659,30-34,F,28,2879.0,1,1.590000033378601,2,2
951392,936,123659,30-34,F,28,2749.0,1,1.3899999856948853,1,0
951400,936,123660,45-49,F,10,24028.0,9,12.390000343322754,2,0
951402,936,123661,30-34,F,29,1118.0,0,0.0,1,1
951413,936,123662,30-34,F,26,1083.0,0,0.0,2,1
951420,936,123664,30-34,F,27,843.0,0,0.0,1,0
951444,936,123668,30-34,F,25,2983.0,1,0.9700000286102295,1,0
951448,936,123668,30-34,F,25,696.0,0,0.0,1,0
951462,936,123671,45-49,F,16,7589.0,2,3.1500000953674316,1,1
951464,936,123671,45-49,F,16,20997.0,10,11.949999809265137,1,0
951465,936,123671,45-49,F,16,4617.0,1,1.3600000143051147,1,0
951498,936,123677,45-49,F,20,259.0,0,0.0,1,0
951508,936,123678,30-34,F,18,1134.0,0,0.0,1,0
951542,936,123684,40-44,F,27,357.0,0,0.0,1,0
951607,936,123695,40-44,F,10,848.0,0,0.0,1,1
951608,936,123695,40-44,F,10,3149.0,1,1.4800000190734863,1,0
951641,936,123700,40-44,F,2,87.0,0,0.0,1,1
951677,936,123706,35-39,F,27,2563.0,1,1.4800000190734863,1,0
951692,936,123709,35-39,F,10,1107.0,0,0.0,1,0
951715,936,123713,45-49,F,64,10677.0,5,7.269999980926514,1,0
951756,936,123720,35-39,F,22,2189.0,1,0.4099999964237213,1,0
951779,936,123723,45-49,F,27,3277.0,2,2.680000066757202,1,0
951782,936,123724,45-49,F,26,781.0,0,0.0,1,0
951810,936,123729,35-39,F,16,2226.0,0,0.0,1,0
951812,936,123729,35-39,F,16,16274.0,4,6.079999923706055,2,0
951837,936,123733,45-49,F,20,2077.0,1,1.5099999904632568,1,1
951853,936,123736,30-34,F,20,529.0,0,0.0,0,0
951854,936,123736,30-34,F,20,487.0,0,0.0,1,0
951856,936,123736,30-34,F,20,4626.0,2,2.0999999046325684,2,0
951941,936,123750,30-34,F,28,2764.0,1,1.559999942779541,1,1
952001,936,123760,45-49,F,10,5447.0,2,2.9600000381469727,1,0
952031,936,123765,40-44,F,16,28169.0,8,12.369999885559082,1,1
952080,936,123774,40-44,F,27,415.0,0,0.0,1,0
952100,936,123777,35-39,F,29,810.0,0,0.0,1,1
1121091,1178,144531,30-34,M,10,867565.5,141,235.65999841690063,9,4
1121092,1178,144531,30-34,M,10,637648.0,67,122.4000015258789,9,4
1121094,1178,144531,30-34,M,10,24362.0,0,0.0,1,1
1121095,1178,144531,30-34,M,10,459690.0,50,86.33000183105469,5,2
1121096,1178,144531,30-34,M,10,750060.0,86,161.91000366210938,9,2
1121097,1178,144532,30-34,M,15,30068.0,1,1.8200000524520874,1,0
1121098,1178,144532,30-34,M,15,867565.5,123,235.65999841690063,9,4
1121100,1178,144532,30-34,M,15,867565.5,147,235.65999841690063,9,4
1121101,1178,144532,30-34,M,15,29945.0,1,1.590000033378601,2,1
1121102,1178,144532,30-34,M,15,357856.0,30,52.970001220703125,7,3
1121104,1178,144533,30-34,M,16,867565.5,147,235.65999841690063,9,4
1121105,1178,144533,30-34,M,16,145999.0,9,16.520000457763672,5,2
1121107,1178,144533,30-34,M,16,32616.0,1,1.5399999618530273,2,0
1121108,1178,144533,30-34,M,16,867565.5,95,163.89999389648438,9,4
1121110,1178,144534,30-34,M,18,867565.5,123,210.36000061035156,6,2
1121111,1178,144534,30-34,M,18,182452.0,20,35.72999954223633,4,1
1121113,1178,144534,30-34,M,18,867565.5,120,215.83999633789062,7,4
1121114,1178,144534,30-34,M,18,31349.0,2,3.8000001907348633,1,0
1121115,1178,144535,30-34,M,19,410310.0,55,96.80000305175781,3,0
1121116,1178,144535,30-34,M,19,572450.0,89,157.3300018310547,7,4
1121117,1178,144535,30-34,M,19,98759.0,15,26.56999969482422,1,1
1121119,1178,144535,30-34,M,19,345371.0,54,93.08999633789062,7,3
1121121,1178,144536,30-34,M,20,323899.0,46,78.91999816894531,5,1
1121122,1178,144536,30-34,M,20,399199.0,58,103.1500015258789,3,0
1121123,1178,144536,30-34,M,20,171202.0,22,36.529998779296875,3,1
1121124,1178,144536,30-34,M,20,128386.0,15,28.850000381469727,2,1
1121125,1178,144536,30-34,M,20,867565.5,147,235.65999841690063,9,4
1121126,1178,144536,30-34,M,20,45923.0,5,7.220000267028809,2,0
1121127,1178,144537,30-34,M,21,40873.0,4,7.900000095367432,2,1
1121128,1178,144537,30-34,M,21,286553.0,34,62.060001373291016,2,1
1121129,1178,144537,30-34,M,21,20618.0,1,2.0999999046325684,2,1
1121131,1178,144537,30-34,M,21,83591.0,7,14.140000343322754,2,2
1121132,1178,144537,30-34,M,21,114923.0,12,23.729999542236328,4,2
1121133,1178,144538,30-34,M,22,25002.0,1,1.7100000381469727,1,0
1121134,1178,144538,30-34,M,22,68905.0,5,9.4399995803833,1,0
1121136,1178,144538,30-34,M,22,169588.0,16,27.799999237060547,1,0
1121138,1178,144538,30-34,M,22,328991.0,35,67.6500015258789,5,2
1121141,1178,144539,30-34,M,23,23198.0,2,2.9800000190734863,1,0
1121142,1178,144539,30-34,M,23,26890.0,2,3.240000009536743,1,0
1121143,1178,144539,30-34,M,23,221695.0,31,52.2599983215332,5,2
1121152,1178,144541,30-34,M,24,88443.0,7,13.039999961853027,1,1
1121153,1178,144541,30-34,M,24,187856.0,23,38.38999938964844,5,1
1121164,1178,144545,30-34,M,25,570699.0,80,138.77000427246094,9,2
1121167,1178,144545,30-34,M,25,867565.5,145,235.65999841690063,9,4
1121168,1178,144545,30-34,M,25,50523.0,6,8.550000190734863,1,0
1121172,1178,144547,30-34,M,26,87935.0,9,15.630000114440918,1,0
1121173,1178,144547,30-34,M,26,278225.0,33,60.20000076293945,3,0
1121175,1178,144547,30-34,M,26,209461.0,20,34.189998626708984,1,0
1121177,1178,144547,30-34,M,26,26316.0,2,3.240000009536743,3,0
1121181,1178,144549,30-34,M,27,41030.0,3,5.140000343322754,2,1
1121182,1178,144549,30-34,M,27,867565.5,120,216.55999755859375,9,4
1121183,1178,144549,30-34,M,27,399392.0,53,93.06999969482422,5,0
1121184,1178,144549,30-34,M,27,283858.0,30,56.05999755859375,1,0
1121185,1178,144549,30-34,M,27,260699.0,31,54.099998474121094,5,2
1121193,1178,144552,30-34,M,28,57781.0,5,7.800000190734863,2,1
1121195,1178,144552,30-34,M,28,38757.0,3,5.220000267028809,1,0
1121196,1178,144552,30-34,M,28,867565.5,147,235.65999841690063,9,4
1121197,1178,144552,30-34,M,28,867565.5,147,235.65999841690063,9,2
1121202,1178,144554,30-34,M,29,581281.0,65,115.12000274658203,9,4
1121203,1178,144554,30-34,M,29,867565.5,128,219.77000427246094,9,4
1121205,1178,144554,30-34,M,29,297452.0,30,52.02000045776367,4,1
1121206,1178,144554,30-34,M,29,227925.0,22,35.310001373291016,9,4
1121207,1178,144554,30-34,M,29,374175.0,38,63.31999969482422,8,3
1121211,1178,144556,30-34,M,30,223586.0,32,54.2400016784668,1,0
1121213,1178,144556,30-34,M,30,283170.0,39,65.2300033569336,2,1
1121215,1178,144556,30-34,M,30,41636.0,3,4.210000038146973,1,0
1121216,1178,144556,30-34,M,30,198658.0,30,48.61000061035156,8,1
1121220,1178,144558,30-34,M,31,100596.0,10,13.920000076293945,4,2
1121223,1178,144558,30-34,M,31,64020.0,5,11.059999465942383,1,0
1121224,1178,144558,30-34,M,31,14289.0,0,0.0,1,0
1121229,1178,144561,30-34,M,32,404866.0,43,87.41999816894531,4,0
1121231,1178,144561,30-34,M,32,22256.0,1,1.659999966621399,1,1
1121233,1178,144561,30-34,M,32,57690.0,4,6.740000247955322,1,0
1121241,1178,144562,30-34,M,36,24952.0,5,8.220000267028809,3,2
1121242,1178,144562,30-34,M,36,38900.0,3,5.579999923706055,1,0
1121243,1178,144562,30-34,M,36,53520.0,6,9.229999542236328,1,1
1121244,1178,144562,30-34,M,36,181683.0,20,34.22999954223633,2,1
1121245,1178,144562,30-34,M,36,29185.0,2,3.1499998569488525,1,0
1121246,1178,144562,30-34,M,36,105047.0,13,20.209999084472656,3,1
1121250,1178,144565,30-34,M,63,287976.0,31,59.439998626708984,3,2
1121251,1178,144565,30-34,M,63,212175.0,22,38.59000015258789,2,1
1121252,1178,144565,30-34,M,63,11139.0,0,0.0,1,1
1121254,1178,144565,30-34,M,63,124005.0,11,21.850000381469727,4,1
1121255,1178,144565,30-34,M,63,20423.0,1,1.9600000381469727,1,0
1121261,1178,144567,30-34,M,64,103001.0,14,22.31999969482422,1,0
1121262,1178,144567,30-34,M,64,447420.0,66,110.23999786376953,7,2
1121263,1178,144567,30-34,M,64,156101.0,19,29.75,2,2
1121264,1178,144567,30-34,M,64,93015.0,12,18.469999313354492,1,0
1121265,1178,144568,30-34,M,65,145398.0,23,36.2400016784668,1,0
1121269,1178,144568,30-34,M,65,296413.0,50,76.44000244140625,3,1
1121273,1178,144569,30-34,M,2,9370.0,0,0.0,1,1
1121274,1178,144569,30-34,M,2,63785.0,7,11.800000190734863,6,2
1121275,1178,144569,30-34,M,2,118522.0,14,26.81999969482422,2,1
1121276,1178,144569,30-34,M,2,240123.0,38,65.66999816894531,5,4
1121277,1178,144570,30-34,M,7,169108.0,20,32.2400016784668,2,1
1121278,1178,144570,30-34,M,7,867565.5,142,235.65999841690063,9,4
1121279,1178,144570,30-34,M,7,93891.0,11,17.639999389648438,5,3
1121282,1178,144570,30-34,M,7,185823.0,25,38.54999923706055,4,1
1121284,1178,144571,30-34,M,66,175631.0,23,40.7599983215332,1,0
1121285,1178,144571,30-34,M,66,37187.0,4,6.369999885559082,1,0
1121286,1178,144571,30-34,M,66,10991.0,0,0.0,1,0
1121287,1178,144571,30-34,M,66,344618.0,51,89.76000213623047,3,1
1121289,1178,144572,35-39,M,10,98066.0,9,16.149999618530273,1,0
1121290,1178,144572,35-39,M,10,770749.0,100,189.1300048828125,9,3
1121291,1178,144572,35-39,M,10,52553.0,5,8.529999732971191,1,0
1121292,1178,144572,35-39,M,10,362296.0,39,67.77000427246094,7,3
1121293,1178,144572,35-39,M,10,427729.0,50,96.9000015258789,4,1
1121296,1178,144573,35-39,M,15,180351.0,21,37.130001068115234,1,1
1121297,1178,144573,35-39,M,15,187329.0,29,53.15999984741211,2,1
1121300,1178,144573,35-39,M,15,782894.0,118,192.92999267578125,5,2
1121302,1178,144574,35-39,M,16,867565.5,128,235.65999841690063,9,4
1121303,1178,144574,35-39,M,16,84494.0,7,12.569999694824219,2,0
1121304,1178,144574,35-39,M,16,94257.0,7,12.579999923706055,1,1
1121309,1178,144575,35-39,M,18,131060.0,16,28.049999237060547,2,1
1121310,1178,144575,35-39,M,18,341603.0,50,83.4800033569336,4,2
1121311,1178,144575,35-39,M,18,140749.0,19,30.479999542236328,1,1
1121312,1178,144575,35-39,M,18,102525.0,13,20.299999237060547,2,1
1121316,1178,144576,35-39,M,19,447952.0,68,131.5800018310547,8,1
1121317,1178,144576,35-39,M,19,76355.0,9,14.630000114440918,2,0
1121319,1178,144577,35-39,M,20,256598.0,38,64.47000122070312,6,1
1121321,1178,144577,35-39,M,20,127476.0,21,30.149999618530273,3,2
1121322,1178,144577,35-39,M,20,237603.0,37,62.25,5,2
1121327,1178,144578,35-39,M,21,271091.0,42,78.04000091552734,3,1
1121330,1178,144578,35-39,M,21,21743.0,2,3.4000000953674316,1,0
1121333,1178,144579,35-39,M,22,88970.0,10,14.829999923706055,2,0
1121334,1178,144579,35-39,M,22,108362.0,13,22.43000030517578,1,1
1121335,1178,144579,35-39,M,22,188596.0,27,44.13999938964844,3,0
1121336,1178,144579,35-39,M,22,275080.0,43,69.66000366210938,4,3
1121337,1178,144580,35-39,M,23,64647.0,10,16.270000457763672,1,0
1121338,1178,144580,35-39,M,23,31265.0,4,5.789999961853027,1,0
1121340,1178,144580,35-39,M,23,140147.0,24,42.08000183105469,2,0
1121341,1178,144580,35-39,M,23,223120.0,40,67.66999816894531,1,0
1121342,1178,144580,35-39,M,23,104869.0,18,34.06999969482422,1,0
1121344,1178,144581,35-39,M,24,165177.0,23,41.720001220703125,4,1
1121345,1178,144581,35-39,M,24,84194.0,11,19.56999969482422,1,0
1121347,1178,144581,35-39,M,24,220581.0,31,57.369998931884766,1,1
1121350,1178,144582,35-39,M,25,75804.0,10,17.369998931884766,2,1
1121352,1178,144582,35-39,M,25,368986.0,59,100.29000091552734,0,0
1121353,1178,144582,35-39,M,25,28194.0,3,3.7100000381469727,2,0
1121355,1178,144583,35-39,M,26,99961.0,14,23.209999084472656,1,0
1121359,1178,144583,35-39,M,26,7573.0,0,0.0,1,0
1121361,1178,144584,35-39,M,27,685781.0,103,177.88999938964844,9,1
1121364,1178,144584,35-39,M,27,274222.0,43,66.7699966430664,2,1
1121365,1178,144584,35-39,M,27,110503.0,25,32.68000030517578,4,0
1121367,1178,144585,35-39,M,28,867565.5,147,235.65999841690063,9,4
1121368,1178,144585,35-39,M,28,358987.0,52,87.55000305175781,1,0
1121369,1178,144585,35-39,M,28,826205.0,125,232.3699951171875,5,1
1121370,1178,144585,35-39,M,28,550954.0,84,150.13999938964844,3,0
1121372,1178,144585,35-39,M,28,378350.0,55,96.4800033569336,4,0
1121373,1178,144586,35-39,M,29,492784.0,56,95.51000213623047,7,4
1121374,1178,144586,35-39,M,29,327158.0,43,72.30999755859375,6,2
1121375,1178,144586,35-39,M,29,9921.0,0,0.0,1,0
1121377,1178,144586,35-39,M,29,59390.0,5,9.210000038146973,5,3
1121378,1178,144586,35-39,M,29,867565.5,147,235.65999841690063,9,2
1121379,1178,144587,35-39,M,30,49422.0,6,11.170000076293945,1,0
1121380,1178,144587,35-39,M,30,131091.0,18,34.22999954223633,3,1
1121381,1178,144587,35-39,M,30,95691.0,15,25.260000228881836,1,1
1121390,1178,144588,35-39,M,31,15513.0,1,1.2899999618530273,1,0
1121391,1178,144589,35-39,M,32,382537.0,63,113.98999786376953,4,3
1121394,1178,144589,35-39,M,32,461356.0,64,121.0999984741211,6,3
1121395,1178,144589,35-39,M,32,392541.0,53,98.69999694824219,3,2
1121398,1178,144590,35-39,M,36,35088.0,5,8.800000190734863,1,1
1121400,1178,144590,35-39,M,36,53933.0,6,9.930000305175781,3,1
1121403,1178,144591,35-39,M,63,228861.0,33,53.38999938964844,4,2
1121405,1178,144591,35-39,M,63,20959.0,2,3.7699999809265137,1,1
1121410,1178,144592,35-39,M,64,24992.0,2,3.190000057220459,1,0
1121411,1178,144592,35-39,M,64,100351.0,15,24.18000030517578,2,1
1121412,1178,144592,35-39,M,64,292448.0,43,76.9000015258789,2,1
1121413,1178,144592,35-39,M,64,65060.0,7,14.520000457763672,1,1
1121414,1178,144592,35-39,M,64,133316.0,21,36.17000198364258,2,0
1121415,1178,144593,35-39,M,65,113501.0,26,38.44000244140625,5,4
1121418,1178,144593,35-39,M,65,192810.0,41,61.93000030517578,4,3
1121421,1178,144594,35-39,M,2,233404.0,43,70.41000366210938,2,1
1121422,1178,144594,35-39,M,2,128843.0,24,37.599998474121094,2,0
1121423,1178,144594,35-39,M,2,63564.0,12,20.59000015258789,2,0
1121425,1178,144594,35-39,M,2,85970.0,14,24.780000686645508,1,1
1121428,1178,144595,35-39,M,7,131232.0,16,29.53999900817871,1,1
1121429,1178,144595,35-39,M,7,152454.0,22,37.849998474121094,1,1
1121430,1178,144595,35-39,M,7,28989.0,2,2.2899999618530273,1,0
1121433,1178,144596,35-39,M,66,80248.0,15,24.190000534057617,1,1
1121437,1178,144596,35-39,M,66,38580.0,5,8.520000457763672,1,0
1121439,1178,144597,40-44,M,10,621591.0,91,163.36000061035156,5,1
1121440,1178,144597,40-44,M,10,250499.0,36,58.13999938964844,3,1
1121442,1178,144597,40-44,M,10,131637.0,18,29.309999465942383,2,1
1121443,1178,144597,40-44,M,10,463813.0,69,116.33999633789062,4,2
1121444,1178,144597,40-44,M,10,211767.0,35,60.89999771118164,5,1
1121446,1178,144598,40-44,M,15,163181.0,26,40.02000045776367,1,1
1121451,1178,144599,40-44,M,16,867565.5,147,235.65999841690063,9,2
1121452,1178,144599,40-44,M,16,867565.5,147,235.65999841690063,9,4
1121453,1178,144599,40-44,M,16,455248.0,54,105.70999908447266,5,2
1121454,1178,144599,40-44,M,16,75589.0,6,10.65999984741211,1,1
1121455,1178,144599,40-44,M,16,594267.0,82,143.3000030517578,3,2
1121456,1178,144599,40-44,M,16,315281.0,35,65.02999877929688,1,0
1121464,1178,144601,40-44,M,19,363456.0,71,117.55999755859375,7,1
1121466,1178,144601,40-44,M,19,438983.0,81,143.42999267578125,3,1
1121467,1178,144601,40-44,M,19,42563.0,5,9.65999984741211,1,1
1121469,1178,144602,40-44,M,20,399035.0,75,124.80000305175781,7,3
1121471,1178,144602,40-44,M,20,304680.0,59,98.55000305175781,3,0
1121472,1178,144602,40-44,M,20,140596.0,23,40.77000045776367,1,0
1121473,1178,144602,40-44,M,20,439986.0,80,134.8800048828125,4,3
1121474,1178,144602,40-44,M,20,75803.0,11,19.360000610351562,2,2
1121477,1178,144603,40-44,M,21,7073.0,0,0.0,1,0
1121481,1178,144604,40-44,M,22,153586.0,28,43.01000213623047,2,0
1121482,1178,144604,40-44,M,22,180815.0,31,42.630001068115234,1,0
1121483,1178,144604,40-44,M,22,253169.0,51,75.79000091552734,1,0
1121484,1178,144604,40-44,M,22,34453.0,5,7.710000038146973,1,1
1121487,1178,144605,40-44,M,23,51550.0,8,14.039999961853027,1,0
1121489,1178,144605,40-44,M,23,110018.0,24,39.86000061035156,1,0
1121493,1178,144606,40-44,M,24,137584.0,21,36.779998779296875,1,0
1121497,1178,144606,40-44,M,24,209825.0,30,54.869998931884766,1,0
1121499,1178,144607,40-44,M,25,264222.0,63,87.79000091552734,1,1
1121510,1178,144608,40-44,M,26,31202.0,5,6.730000019073486,1,0
1121511,1178,144609,40-44,M,27,252991.0,49,76.83999633789062,3,0
1121514,1178,144609,40-44,M,27,56265.0,9,15.539999961853027,1,0
1121523,1178,144611,40-44,M,29,76923.0,11,17.670000076293945,2,2
1121524,1178,144611,40-44,M,29,209332.0,30,49.599998474121094,3,1
1121525,1178,144611,40-44,M,29,214094.0,31,53.27000045776367,1,0
1121526,1178,144611,40-44,M,29,526209.0,85,126.93000030517578,3,2
1121527,1178,144611,40-44,M,29,741143.0,120,179.6199951171875,4,1
1121528,1178,144611,40-44,M,29,172827.0,25,38.42000198364258,2,0
1121530,1178,144612,40-44,M,30,188873.0,38,58.599998474121094,1,1
1121532,1178,144612,40-44,M,30,123126.0,25,39.72999954223633,2,1
1121535,1178,144613,40-44,M,31,77794.0,14,19.110000610351562,1,1
1121541,1178,144614,40-44,M,32,56630.0,9,15.8100004196167,1,1
1121544,1178,144614,40-44,M,32,400844.0,85,140.97000122070312,4,2
1121545,1178,144614,40-44,M,32,208572.0,36,60.76000213623047,2,1
1121548,1178,144615,40-44,M,36,59004.0,8,13.510000228881836,1,0
1121551,1178,144615,40-44,M,36,196253.0,32,55.099998474121094,1,0
1121554,1178,144616,40-44,M,63,51858.0,8,12.630000114440918,1,1
1121557,1178,144616,40-44,M,63,280764.0,49,81.36000061035156,2,1
1121561,1178,144617,40-44,M,64,63660.0,11,16.469999313354492,1,1
1121562,1178,144617,40-44,M,64,109289.0,19,31.030000686645508,1,0
1121568,1178,144618,40-44,M,65,188440.0,40,60.72999954223633,2,1
1121571,1178,144619,40-44,M,2,212496.0,44,74.83000183105469,2,1
1121572,1178,144619,40-44,M,2,32574.0,5,7.480000019073486,1,0
1121575,1178,144619,40-44,M,2,128595.0,23,36.47999954223633,1,1
1121577,1178,144620,40-44,M,7,242234.0,48,68.05999755859375,2,0
1121584,1178,144621,40-44,M,66,33154.0,5,7.880000114440918,1,1
1121585,1178,144621,40-44,M,66,9773.0,1,1.4600000381469727,1,0
1121589,1178,144622,45-49,M,10,464036.0,77,123.55000305175781,3,1
1121590,1178,144622,45-49,M,10,478480.0,75,135.75,3,1
1121592,1178,144622,45-49,M,10,428812.0,66,116.87999725341797,4,2
1121593,1178,144622,45-49,M,10,867565.5,147,235.65999841690063,9,3
1121594,1178,144622,45-49,M,10,426500.0,72,128.27999877929688,4,1
1121597,1178,144623,45-49,M,15,54237.0,7,10.779999732971191,2,1
1121598,1178,144623,45-49,M,15,506916.0,89,133.6999969482422,2,2
1121599,1178,144623,45-49,M,15,250960.0,42,64.87999725341797,2,0
1121601,1178,144624,45-49,M,16,867565.5,147,235.65999841690063,9,4
1121602,1178,144624,45-49,M,16,867565.5,125,220.55999755859375,6,1
1121603,1178,144624,45-49,M,16,159478.0,20,33.900001525878906,3,1
1121605,1178,144624,45-49,M,16,867565.5,147,235.65999841690063,6,3
1121606,1178,144624,45-49,M,16,867565.5,134,235.65999841690063,7,2
1121607,1178,144625,45-49,M,18,154572.0,26,40.93000030517578,1,1
1121609,1178,144625,45-49,M,18,378171.0,70,109.25,1,0
1121612,1178,144625,45-49,M,18,468749.0,84,134.1199951171875,6,1
1121613,1178,144626,45-49,M,19,309823.0,60,103.38999938964844,4,4
1121615,1178,144626,45-49,M,19,327227.0,65,116.55999755859375,5,0
1121616,1178,144626,45-49,M,19,334945.0,72,120.30000305175781,2,1
1121617,1178,144626,45-49,M,19,68859.0,15,25.459999084472656,1,0
1121619,1178,144627,45-49,M,20,127125.0,20,35.68000030517578,2,0
1121620,1178,144627,45-49,M,20,415798.0,80,131.77999877929688,3,1
1121622,1178,144627,45-49,M,20,107671.0,20,29.90999984741211,1,1
1121623,1178,144627,45-49,M,20,164356.0,28,46.790000915527344,2,1
1121624,1178,144627,45-49,M,20,17662.0,2,3.18999981880188,1,0
1121627,1178,144628,45-49,M,21,65339.0,10,16.68000030517578,2,0
1121628,1178,144628,45-49,M,21,59838.0,7,11.109999656677246,1,0
1121629,1178,144628,45-49,M,21,381577.0,81,127.56999969482422,2,0
1121635,1178,144629,45-49,M,22,45491.0,8,11.010000228881836,1,0
1121638,1178,144630,45-49,M,23,18946.0,2,3.5999999046325684,1,0
1121641,1178,144630,45-49,M,23,114370.0,18,33.65999984741211,1,0
1121642,1178,144630,45-49,M,23,99698.0,21,33.349998474121094,1,0
1121644,1178,144631,45-49,M,24,355165.0,81,128.61000061035156,4,3
1121650,1178,144632,45-49,M,25,101431.0,23,33.93000030517578,1,1
1121652,1178,144632,45-49,M,25,123151.0,24,36.439998626708984,2,1
1121660,1178,144633,45-49,M,26,24078.0,4,5.769999980926514,1,0
1121661,1178,144634,45-49,M,27,517801.0,105,181.72000122070312,3,0
1121662,1178,144634,45-49,M,27,145104.0,25,41.42000198364258,2,1
1121664,1178,144634,45-49,M,27,179950.0,35,58.68000030517578,1,0
1121665,1178,144634,45-49,M,27,258531.0,46,80.33999633789062,2,0
1121666,1178,144634,45-49,M,27,272500.0,62,104.45999908447266,3,0
1121667,1178,144635,45-49,M,28,273197.0,57,87.7300033569336,3,0
1121668,1178,144635,45-49,M,28,775904.0,147,235.65999841690063,4,2
1121669,1178,144635,45-49,M,28,120251.0,26,39.439998626708984,1,0
1121671,1178,144635,45-49,M,28,139406.0,24,39.04999923706055,1,0
